setting,g,base_rate_parameter,regime,budget_fraction,baseline,groups,coefficient_mse_difference,coefficient_mse_difference_se,coefficient_mse_ratio_of_means,gradient_mse_difference,gradient_mse_difference_se,gradient_mse_ratio_of_means,expected_cost_difference,expected_cost_difference_se,expected_cost_ratio_of_means,total_algorithm_cpu_seconds_difference,total_algorithm_cpu_seconds_difference_se,total_algorithm_cpu_seconds_ratio_of_means
g4_base0.95_overconfident,4,0.95,overconfident,0.5,whole_group_cv,256,0.06288741325253755,0.14910883301707306,1.030185733648993,0.09940669620203209,0.07734073983420144,1.1372617419982014,-1.1102230246251565e-16,1.4850517172760682e-17,1.0,0.0005283549229196178,1.969089177274515e-06,7.914367665237007
g4_base0.95_overconfident,4,0.95,overconfident,0.5,rr_fixed,256,-0.17171229516838626,0.07618240765490378,0.9259205752808041,-0.0017160156362593451,0.03348123919998132,0.9979208263447947,-8.673617379884035e-19,1.7532557548651268e-17,1.0,0.00020996304921140692,1.6102751184513858e-06,1.5318133035888821
g4_base0.95_overconfident,4,0.95,overconfident,0.75,whole_group_cv,256,-0.02836202549813249,0.07379893268264412,0.9591589873162083,0.015509994575078508,0.03272360836884726,1.0642490583158843,-2.6020852139652106e-16,2.6366185587343605e-17,1.0,0.0005753469622560479,2.0131726811082757e-06,8.065906564521137
g4_base0.95_overconfident,4,0.95,overconfident,0.75,rr_fixed,256,0.013140994728817131,0.03456793909814596,1.0201256808013384,0.01743143098603721,0.013884548279065797,1.0727878215557678,3.469446951953614e-17,3.101646157909612e-17,1.0,0.0002088337075930753,1.564730964990996e-06,1.466210110863437
g4_base0.95_shifted,4,0.95,shifted,0.25,whole_group_cv,256,14.268547812152207,0.7672700429715488,3.6971848506739753,4.694107062627719,0.3573064655920043,3.4918325389965132,-6.418476861114186e-17,8.226723041652064e-18,1.0,0.0004742127968556728,1.6777680223882523e-06,7.576209747701613
g4_base0.95_shifted,4,0.95,shifted,0.25,rr_fixed,256,-0.5293679771885289,0.6631301641893571,0.9736476554228128,-0.2117940888473147,0.27289204612163814,0.9688065538260452,4.336808689942018e-18,1.0334237937026769e-17,1.0,0.00020632902418538074,1.4235430485157045e-06,1.6068605586962807
g4_base0.95_shifted,4,0.95,shifted,0.5,whole_group_cv,256,6.541989549817382,0.3490045547554183,4.709898583794298,2.1910419904966094,0.1726098040352704,4.4892960386618315,-1.1188966420050406e-16,1.5930054689544195e-17,1.0,0.0005285869805115382,1.931693095368364e-06,7.806582682070882
g4_base0.95_shifted,4,0.95,shifted,0.5,rr_fixed,256,-0.3168118099226468,0.30016166107839964,0.9632562209503512,-0.08016192879050588,0.13194074860398367,0.972349720633437,3.0357660829594124e-17,1.742927008084511e-17,1.0,0.00020897282396843914,1.52606157888489e-06,1.5260190367711763
g4_base0.95_shifted,4,0.95,shifted,0.75,whole_group_cv,256,2.936393460866948,0.16297232811184584,5.995600432701955,0.9776033374733953,0.07690283290482029,5.670582491285826,-2.654126918244515e-16,2.610416689499149e-17,1.0,0.0005742470907003813,1.8113352252076521e-06,7.938313658563785
g4_base0.95_shifted,4,0.95,shifted,0.75,rr_fixed,256,0.32418686287280424,0.12237728131876434,1.1013083155103507,0.11173738681684073,0.05169434867557212,1.103924668385033,5.724587470723463e-17,2.891484696165954e-17,1.0,0.0002074636757289689,1.3331511991920633e-06,1.461493870434588
g8_base0.05_calibrated,8,0.05,calibrated,0.25,whole_group_cv,256,-2.180351198912807,0.5965939891560933,0.7727204352396219,-0.15400837378766757,0.06015173555379886,0.7959137813331658,-1.48318857196017e-16,1.627668355366573e-17,1.0,0.0014180721073482252,3.589369341189939e-06,9.344572618498576
g8_base0.05_calibrated,8,0.05,calibrated,0.25,rr_fixed,256,-1.0512122882508625,0.407356463893017,0.8758036786517052,-0.08322203651499474,0.037994619178853134,0.8783014858067304,-6.938893903907228e-18,1.767743121355277e-17,1.0,0.0008438530087264951,2.6503830587222318e-06,2.1339693762114673
g8_base0.05_calibrated,8,0.05,calibrated,0.5,whole_group_cv,256,-1.0576715193463486,0.269822525028431,0.6692453178694091,-0.07503225305038252,0.027402499006335516,0.7017100740726382,-2.914335439641036e-16,3.184843958569939e-17,1.0,0.0017393813688277848,5.039712721961286e-06,10.878902037093487
g8_base0.05_calibrated,8,0.05,calibrated,0.5,rr_fixed,256,-0.08726324559580426,0.16644956906037872,0.9608218363811091,-0.0051419291200478934,0.015838359681278343,0.9716933671976157,-5.0306980803327406e-17,3.726699814207538e-17,1.0,0.0008625921413060482,2.8189683248143145e-06,1.8192851073831293
g8_base0.05_calibrated,8,0.05,calibrated,0.75,whole_group_cv,256,-0.5361907466462434,0.1280140911678536,0.4969678296397403,-0.03732681667803244,0.013282732979154287,0.5548229089754992,-5.724587470723463e-16,5.069267752805286e-17,1.0,0.0020242686072061778,5.457449111749486e-06,12.127011937196606
g8_base0.05_calibrated,8,0.05,calibrated,0.75,rr_fixed,256,0.03960856321071682,0.07994882155215091,1.0808143250475628,0.006069358043476657,0.007781702903029888,1.1500424304277397,4.5102810375396984e-17,5.3667142144888675e-17,1.0,0.0008712288749153129,2.532129579859441e-06,1.6526237125483636
g8_base0.05_overconfident,8,0.05,overconfident,0.25,whole_group_cv,256,2.1713498302771246,0.6737829413797664,1.1385844808657926,0.16166788088008327,0.08088335565942995,1.1150238894959519,-1.3357370765021415e-16,1.5579217469110254e-17,1.0,0.0014261869842856494,3.961289830727676e-06,9.3342300843469
g8_base0.05_overconfident,8,0.05,overconfident,0.25,rr_fixed,256,-3.1810633036830915,0.44916757334924196,0.8486683231886878,-0.21944510635595563,0.05202618207843528,0.8771736344998189,-3.382710778154774e-17,1.7619842364263737e-17,1.0,0.0008488656575377192,3.188078898678582e-06,2.1341718634869378
g8_base0.05_overconfident,8,0.05,overconfident,0.5,whole_group_cv,256,0.8509454776966733,0.3157887998080113,1.162932525603168,0.06054667736654211,0.03779047857496276,1.1292337282243825,-2.5673907444456745e-16,3.0525566712073276e-17,1.0,0.001750193961523114,5.283322090184245e-06,10.8612242442573
g8_base0.05_overconfident,8,0.05,overconfident,0.5,rr_fixed,256,-0.26796196287799945,0.17817192702155404,0.957745328436306,-0.010457591427723883,0.022016748286225556,0.9806164831556443,1.214306433183765e-17,3.505703705111758e-17,1.0,0.000870059685109962,3.2655538405688703e-06,1.8226606922132031
g8_base0.05_overconfident,8,0.05,overconfident,0.75,whole_group_cv,256,0.08369008309867385,0.13936633638614718,1.0480730092512456,0.004262689471362878,0.01629472248340447,1.0272954657434992,-5.516420653606247e-16,5.2287838454268825e-17,1.0,0.0020297269805461347,5.0153529391749715e-06,12.073617173152263
g8_base0.05_overconfident,8,0.05,overconfident,0.75,rr_fixed,256,0.028039526602593266,0.07056464230134503,1.015607463707007,0.009430948371399921,0.00921093677794461,1.062456549445511,6.938893903907228e-18,5.754042191707596e-17,1.0,0.000874992719000855,2.9876108246170053e-06,1.6539419083367126
g8_base0.05_shifted,8,0.05,shifted,0.25,whole_group_cv,256,37.45656418326796,1.5536671423420683,3.3125343373961433,3.1478485322234544,0.18135079118168373,3.156798330371842,-1.5699247457590104e-16,1.7185165403966773e-17,1.0,0.0014178970072521808,3.6669615182954317e-06,9.360068492842625
g8_base0.05_shifted,8,0.05,shifted,0.25,rr_fixed,256,-3.4861835010931896,1.4379454040134323,0.9389886744646481,-0.27878662594074644,0.13831542697718313,0.942943332368175,2.6020852139652106e-18,1.9098880520158897e-17,1.0,0.0008468063229820766,2.5822911408844962e-06,2.143260367236522
g8_base0.05_shifted,8,0.05,shifted,0.5,whole_group_cv,256,17.402342998514737,0.7019338277014683,4.223214671130008,1.4664341009623694,0.08186422180865996,4.014251722895276,-3.139849491518021e-16,3.2097761773607174e-17,1.0,0.0017436566963413033,5.152640619749261e-06,10.906041016921334
g8_base0.05_shifted,8,0.05,shifted,0.5,rr_fixed,256,2.691043175260934,0.6346425744351661,1.1338137474643526,0.22545605240729766,0.05958804937831936,1.130511658299463,-7.979727989493313e-17,3.6860242673289194e-17,1.0,0.0008706415438433514,3.0054282398506473e-06,1.829945432054539
g8_base0.05_shifted,8,0.05,shifted,0.75,whole_group_cv,256,7.6053342328466,0.3341313866852328,5.225918006601292,0.6556222807432264,0.04013247663681742,5.042890003721031,-5.759281940243e-16,5.041863455043122e-17,1.0,0.00202338528003015,5.295658609877756e-06,12.121678851898697
g8_base0.05_shifted,8,0.05,shifted,0.75,rr_fixed,256,2.347097020717168,0.2763325243259493,1.332547728402519,0.19971142996377728,0.027893404083355076,1.3231170873193236,5.551115123125783e-17,6.286139583158884e-17,1.0,0.0008732360889744863,2.696751478595855e-06,1.6555428681251634
g8_base0.2_calibrated,8,0.2,calibrated,0.25,whole_group_cv,256,-2.0878073295997135,0.2341832498110129,0.8294906126222488,-0.18930922687749896,0.03508508836178345,0.8483541273710005,-1.2836953722228372e-16,1.636138201487775e-17,1.0,0.0014314628929068516,3.897341820128468e-06,9.236552144170979
g8_base0.2_calibrated,8,0.2,calibrated,0.25,rr_fixed,256,-2.3522960705605866,0.22631380871173218,0.8119519926714315,-0.26404531683855337,0.042273339839403345,0.8004343383984434,-3.469446951953614e-18,2.0490999252735323e-17,1.0,0.0008270016997111709,3.2327541557015064e-06,2.0626357074834463
g8_base0.2_calibrated,8,0.2,calibrated,0.5,whole_group_cv,256,-1.0288736575260224,0.11433964446198695,0.747918381337175,-0.09493226458006829,0.01737851865029455,0.7718639549638988,-2.723515857283587e-16,3.1608726038466916e-17,1.0,0.0017620007442087505,5.036056998379384e-06,10.805384283852344
g8_base0.2_calibrated,8,0.2,calibrated,0.5,rr_fixed,256,-0.491676841360995,0.07226421330025476,0.8612772601403602,-0.051550815529707465,0.011834638231073322,0.8616975961874287,-6.418476861114186e-17,3.790748473759675e-17,1.0,0.0008520062952354316,3.5582829794039645e-06,1.7818782907325736
g8_base0.2_calibrated,8,0.2,calibrated,0.75,whole_group_cv,256,-0.5715521052932382,0.059001303612789734,0.5798965826409427,-0.05347202893179343,0.00925868040140116,0.6144968018665622,-5.759281940243e-16,5.113261491295238e-17,1.0,0.002050134443903668,5.259324406876522e-06,12.056652519647566
g8_base0.2_calibrated,8,0.2,calibrated,0.75,rr_fixed,256,-0.10501344371545612,0.028242036662626435,0.8825306575767164,-0.011802367149996492,0.0037904728876633166,0.878373049515612,-6.938893903907228e-18,6.140115857594726e-17,1.0,0.0008782933069023295,3.2589862885804165e-06,1.647106663245312
g8_base0.2_overconfident,8,0.2,overconfident,0.25,whole_group_cv,256,0.2545498310858727,0.3364842197101606,1.0185279621489225,0.012446512813111842,0.052887478589553956,1.0086197108065458,-1.4137996329210978e-16,1.7407589979838815e-17,1.0,0.0014188555848586397,3.884478519022318e-06,9.374544609780298
g8_base0.2_overconfident,8,0.2,overconfident,0.25,rr_fixed,256,-3.6077964583063515,0.26851262849161506,0.7950235727925746,-0.3215265700174368,0.04508536568375928,0.8191570459583625,-4.2500725161431774e-17,1.9230041100531722e-17,1.0,0.0008209472426529045,3.0652508199720767e-06,2.069870689122136
g8_base0.2_overconfident,8,0.2,overconfident,0.5,whole_group_cv,256,0.09823646004325204,0.16435457344109597,1.0214510621228206,0.0013664456932830568,0.025253934736348974,1.0028389558310362,-2.7929047963226594e-16,3.483822178649567e-17,1.0,0.001749636741615013,5.116790595912942e-06,10.964893285727449
g8_base0.2_overconfident,8,0.2,overconfident,0.5,rr_fixed,256,-0.6346776742411426,0.10213819298839513,0.8805307152739854,-0.05396194945939296,0.01737186392848776,0.8994463253337277,-6.938893903907228e-17,4.060476678574137e-17,1.0,0.0008437175681983455,3.4658343615268477e-06,1.7801369876083197
g8_base0.2_overconfident,8,0.2,overconfident,0.75,whole_group_cv,256,-0.07991541640025115,0.08787414754673091,0.947648646102941,-0.010822875475026361,0.012239679723436687,0.9325425102744155,-6.175615574477433e-16,5.228648427389054e-17,1.0,0.00203764996714599,5.1499684999066675e-06,12.240450394911834
g8_base0.2_overconfident,8,0.2,overconfident,0.75,rr_fixed,256,-0.046832884219202175,0.050341297148760344,0.9686408914560596,-0.003593305757547,0.006842587867827782,0.9765465888777307,-3.469446951953614e-17,5.996991700970863e-17,1.0,0.0008681026560406544,2.8465885040962846e-06,1.6426459758018248
g8_base0.2_shifted,8,0.2,shifted,0.25,whole_group_cv,256,12.03247743160143,0.7559169726099817,1.6335119216611946,0.81331242401111,0.07530277867967104,1.3865759832171487,-1.7694179454963432e-16,1.5435006390906135e-17,1.0,0.0014245957794905618,5.2112867254121235e-06,9.21670775546241
g8_base0.2_shifted,8,0.2,shifted,0.25,rr_fixed,256,-7.148618250776128,0.5902603709381623,0.8127378451454282,-0.6154048894618505,0.06574680975548575,0.8257928917546409,-3.0357660829594124e-17,1.8067580216973568e-17,1.0,0.0008235839098335784,4.286904263561192e-06,2.0635262893836854
g8_base0.2_shifted,8,0.2,shifted,0.5,whole_group_cv,256,5.890287602084948,0.37020790289953476,1.9303738417493879,0.40062393988587347,0.036802567100624746,1.5712623669188923,-3.5388358909926865e-16,3.0771993045468976e-17,1.0,0.0017556060760572046,6.325340140937122e-06,10.783409459832074
g8_base0.2_shifted,8,0.2,shifted,0.5,rr_fixed,256,-0.6935368250409344,0.268111277174316,0.9462995732171041,-0.059804197328254066,0.026510394566880993,0.9485211660931492,-1.1622647289044608e-16,3.4564803236717704e-17,1.0,0.000849053427086712,4.766204832910985e-06,1.7818172134966663
g8_base0.2_shifted,8,0.2,shifted,0.75,whole_group_cv,256,2.9958193329567795,0.19516073735543799,2.419573438656973,0.20781180510455172,0.020089787392240356,1.8889763079924702,-6.036837696399289e-16,5.3372998489331466e-17,1.0,0.0020442795169382626,7.09394791400082e-06,12.030769526455446
g8_base0.2_shifted,8,0.2,shifted,0.75,rr_fixed,256,0.6541604382045244,0.12965599355264956,1.1469354895742783,0.052406670951526346,0.01284516615553118,1.1346625221201363,-2.0816681711721685e-17,6.099389048017851e-17,1.0,0.0008722647271299188,3.438726110834532e-06,1.6426280347530016
g8_base0.5_calibrated,8,0.5,calibrated,0.25,whole_group_cv,256,-1.0896302535395765,0.1794533584996736,0.9014447051162053,-0.16490543171706187,0.03238516514058835,0.8733385296440526,-1.6046192152785466e-16,1.829798333801201e-17,1.0,0.00142901561828567,3.9730305979816365e-06,9.318290044197315
g8_base0.5_calibrated,8,0.5,calibrated,0.25,rr_fixed,256,-2.1295477339252864,0.1619745552113697,0.8239453490662915,-0.18205829810996493,0.02790189353702589,0.861982030266879,-1.1275702593849246e-17,1.802834795364418e-17,1.0,0.0008111178546367994,2.963138157045917e-06,2.0271348319287585
g8_base0.5_calibrated,8,0.5,calibrated,0.5,whole_group_cv,256,-0.5382570269128035,0.08925833884882477,0.8539465662640786,-0.0808155239054957,0.015875523535277408,0.813780304647226,-3.209238430557093e-16,3.684279001961234e-17,1.0,0.001763531542935202,4.754351550581651e-06,10.92545041807173
g8_base0.5_calibrated,8,0.5,calibrated,0.5,rr_fixed,256,-0.3397592705377147,0.05818363586837491,0.902559698350017,-0.017004723076384037,0.00927319557398649,0.9540622297703417,-1.5612511283791264e-17,3.632148415007199e-17,1.0,0.0008371656506219662,3.2637895105156604e-06,1.7582722551762946
g8_base0.5_calibrated,8,0.5,calibrated,0.75,whole_group_cv,256,-0.31948944378667854,0.04374820829163836,0.7399242668039524,-0.04652574328458705,0.007871747718818057,0.6783782624246038,-6.175615574477433e-16,4.9435352189485114e-17,1.0,0.0020618879913372207,4.631938892252364e-06,12.223962741163989
g8_base0.5_calibrated,8,0.5,calibrated,0.75,rr_fixed,256,-0.02884374728825499,0.023492978581121024,0.9692432450648553,-0.0006830419006724755,0.003376620116105521,0.9930878182147144,-2.42861286636753e-17,6.16784474997801e-17,1.0,0.0008730374193367675,3.233910651770712e-06,1.636067499643164
g8_base0.5_overconfident,8,0.5,overconfident,0.25,whole_group_cv,256,-0.36853605971604075,0.1908232344290002,0.9718704092616199,-0.07994373720144225,0.031041285953660243,0.9487672852273785,-1.5525775109992423e-16,1.6758228761223206e-17,1.0,0.0014297171197569525,3.801504509286215e-06,9.280948729505178
g8_base0.5_overconfident,8,0.5,overconfident,0.25,rr_fixed,256,-3.2640398436136353,0.22702248573225617,0.7959575894184012,-0.3388504116782566,0.040197194719897335,0.8137479203614698,-2.862293735361732e-17,1.90549597022672e-17,1.0,0.0008134839400144658,3.298683716786071e-06,2.0311825008873887
g8_base0.5_overconfident,8,0.5,overconfident,0.5,whole_group_cv,256,-0.18299303203878894,0.09465704215921684,0.9580975676855672,-0.03932886121306921,0.015399483526235002,0.9243871602930954,-3.157196726277789e-16,3.337054784802661e-17,1.0,0.0017585722448959398,4.518289468458239e-06,10.86327723976463
g8_base0.5_overconfident,8,0.5,overconfident,0.5,rr_fixed,256,-0.6225385339175848,0.08127161375399808,0.870484376175593,-0.06007906818656494,0.012992615132489536,0.8889244862945489,-6.591949208711867e-17,3.745478058483253e-17,1.0,0.0008339993840917107,3.2790180019171e-06,1.7562097625751674
g8_base0.5_overconfident,8,0.5,overconfident,0.75,whole_group_cv,256,-0.11945902639053979,0.05580818825024684,0.9179374693357188,-0.02354737610204502,0.008900089809104068,0.864184932911523,-6.002143226879753e-16,5.157154531038629e-17,1.0,0.0020620434182383085,4.558169577859731e-06,12.209077861299992
g8_base0.5_overconfident,8,0.5,overconfident,0.75,rr_fixed,256,-0.05394799332702136,0.03411989447099478,0.9611939738824932,-0.006238134321077372,0.004473216508799091,0.9600296359685687,0.0,5.919828740884242e-17,1.0,0.0008769901224059765,3.13444506029139e-06,1.6405992541700565
g8_base0.5_shifted,8,0.5,shifted,0.25,whole_group_cv,256,1.893142988337901,0.27129007743462896,1.097531519619969,0.10890533638203796,0.04401302901459657,1.0470662250974456,-1.48318857196017e-16,1.9447889968704404e-17,1.0,0.001421483366131264,3.562888117963544e-06,9.340776587355561
g8_base0.5_shifted,8,0.5,shifted,0.25,rr_fixed,256,-6.991549504070352,0.3397794427947457,0.7529074703932136,-0.7868267689592217,0.06282398116286468,0.754852580247162,-3.469446951953614e-17,1.9850953930593e-17,1.0,0.0008091866295560617,2.9384365542695262e-06,2.0338103365218796
g8_base0.5_shifted,8,0.5,shifted,0.5,whole_group_cv,256,0.9410327003504613,0.13548445669457132,1.1454412316068785,0.05375045537891651,0.021957119557643956,1.0696888999932848,-2.723515857283587e-16,3.738839860517889e-17,1.0,0.0017532046114134736,4.8515859073620135e-06,10.94439502186578
g8_base0.5_shifted,8,0.5,shifted,0.5,rr_fixed,256,-1.4673679777963795,0.12317838538195987,0.8347296668651709,-0.16574053851796042,0.02199210714687207,0.8327175323223184,-2.7755575615628914e-17,3.739991746349895e-17,1.0,0.0008285958983117782,3.2830232024328002e-06,1.7526467003536272
g8_base0.5_shifted,8,0.5,shifted,0.75,whole_group_cv,256,0.49450904004358065,0.07971151994250684,1.2292864120382474,0.02665868803674993,0.012272524993682907,1.10369110167245,-6.418476861114186e-16,5.554473008376729e-17,1.0,0.0020527310560823995,4.831911224935858e-06,12.27922623647098
g8_base0.5_shifted,8,0.5,shifted,0.75,rr_fixed,256,-0.11112896433263361,0.05034185057631749,0.9597704083312696,-0.012488844540150106,0.00802474199108356,0.9578428078562903,-3.469446951953614e-18,6.305296515125865e-17,1.0,0.0008661073397061959,2.988650288635147e-06,1.6328344842794968
g8_base0.8_calibrated,8,0.8,calibrated,0.25,whole_group_cv,256,-2.020247355505673,0.2175205878853381,0.8386840808164817,-0.23397521517309883,0.03128210918998449,0.8107973879855881,-1.5959455978986625e-16,1.529522288966999e-17,1.0,0.0014202116118605767,3.821658821672401e-06,9.321441310019114
g8_base0.8_calibrated,8,0.8,calibrated,0.25,rr_fixed,256,-2.113629475097325,0.24783438577486683,0.8324766985138349,-0.18252746386001206,0.029307028634219925,0.845993162159396,-3.729655473350135e-17,1.8876379195543804e-17,1.0,0.0008246504128651617,3.079952230798635e-06,2.0762437617356415
g8_base0.8_calibrated,8,0.8,calibrated,0.5,whole_group_cv,256,-1.0012742038291513,0.10696181986404503,0.760146001767666,-0.11562039024642093,0.014855713112869207,0.719512857540516,-3.174543961037557e-16,2.90938703369453e-17,1.0,0.0017477090643671068,4.815290859513587e-06,10.906309612147501
g8_base0.8_calibrated,8,0.8,calibrated,0.5,rr_fixed,256,-0.3589842996233612,0.07967672273670127,0.8983688039170734,-0.025239659602609595,0.009454879898940205,0.9215750634047098,-3.8163916471489756e-17,3.441785188378352e-17,1.0,0.0008467763285985896,3.3430619520596305e-06,1.7859759312537475
g8_base0.8_calibrated,8,0.8,calibrated,0.75,whole_group_cv,256,-0.5872164642309742,0.05555502622793501,0.5779990648864669,-0.06448564000207199,0.006895683416742112,0.5306867710279487,-6.938893903907228e-16,5.4495031402694245e-17,1.0,0.0020355916163844632,4.786754993091376e-06,12.195442298218898
g8_base0.8_calibrated,8,0.8,calibrated,0.75,rr_fixed,256,-0.06717947883038491,0.03083732699090423,0.9229122950923606,-0.0030685018355530915,0.0029708531181713324,0.9596181366313309,-7.979727989493313e-17,6.208122489564571e-17,1.0,0.000870294513826024,3.012830335377567e-06,1.6460406579266693
g8_base0.8_overconfident,8,0.8,overconfident,0.25,whole_group_cv,256,-0.010811536221751517,0.3316064588841122,0.9992245267622747,-0.030881176604685884,0.043314916151011074,0.9796032796007954,-1.5439038936193583e-16,1.588823700107641e-17,1.0,0.0014249448455136557,3.825968312476127e-06,9.349652495245158
g8_base0.8_overconfident,8,0.8,overconfident,0.25,rr_fixed,256,-3.5190181644068943,0.2863079585025388,0.7983377918515797,-0.3816015444097288,0.04082243851431913,0.7953601441140891,-2.0816681711721685e-17,1.9774713787438104e-17,1.0,0.0008247607546551739,3.3057358195944913e-06,2.0699461047004752
g8_base0.8_overconfident,8,0.8,overconfident,0.5,whole_group_cv,256,-0.036877954963313725,0.16086601731849431,0.9920646243375059,-0.018841047100404858,0.021156792172056953,0.962667008321481,-3.174543961037557e-16,3.289523497983561e-17,1.0,0.0017552703692232277,4.917182614269988e-06,10.920832228048884
g8_base0.8_overconfident,8,0.8,overconfident,0.5,rr_fixed,256,-0.6539720079291327,0.10345164176783857,0.8757741493475693,-0.06935774998243444,0.013324388461090892,0.8750743494785032,-7.112366251504909e-17,3.546933341113776e-17,1.0,0.0008497315923735827,3.300386901445434e-06,1.784995732950886
g8_base0.8_overconfident,8,0.8,overconfident,0.75,whole_group_cv,256,-0.11625815818169437,0.08912535460506828,0.9249509231258205,-0.021537289269688002,0.010695170101970939,0.871973446571474,-5.689893001203927e-16,5.3282711248774146e-17,1.0,0.0020460740374575854,4.880162687648238e-06,12.193096745767734
g8_base0.8_overconfident,8,0.8,overconfident,0.75,rr_fixed,256,-0.05858605801797856,0.045847360241063055,0.9607180139140322,-0.003664967172065393,0.004939010295469796,0.9756242258288328,3.469446951953614e-18,6.090831269519714e-17,1.0,0.0008731189386817445,2.9118137106457705e-06,1.6440103548834966
g8_base0.8_shifted,8,0.8,shifted,0.25,whole_group_cv,256,11.684609155563656,0.7870135585364454,1.6052449508946096,1.1054805287591147,0.11733833988979192,1.533126986815129,-1.0581813203458523e-16,1.6440171820487085e-17,1.0,0.0014184884134324184,3.1219369821378464e-06,9.344480903509739
g8_base0.8_shifted,8,0.8,shifted,0.25,rr_fixed,256,-7.120301855242956,0.6771764937739038,0.8131669173562119,-0.7006727904677315,0.09660485255435426,0.8194017352821534,1.8214596497756474e-17,1.8906363783161626e-17,1.0,0.0008225609295846382,2.614288292282922e-06,2.073953325836032
g8_base0.8_shifted,8,0.8,shifted,0.5,whole_group_cv,256,5.747186054030557,0.3876791755378836,1.8930864425356413,0.5458315966532997,0.05815309219218415,1.7896951964198904,-2.3245294578089215e-16,3.2603536594546994e-17,1.0,0.0017472970146960485,4.080693735002395e-06,10.913851788312147
g8_base0.8_shifted,8,0.8,shifted,0.5,rr_fixed,256,-0.6362357159553272,0.3199324417126202,0.9503662765214265,-0.061113002867703395,0.045212409790415395,0.9529225449368591,0.0,3.654191330661934e-17,1.0,0.0008450960846341025,2.7098927262836724e-06,1.7836217593108128
g8_base0.8_shifted,8,0.8,shifted,0.75,whole_group_cv,256,3.0034846428524102,0.21669527511598774,2.4001833539115984,0.2876143691838231,0.0324531568478839,2.248339343994052,-5.689893001203927e-16,5.764041959189051e-17,1.0,0.0020361387417122505,4.525624067257172e-06,12.168817777463442
g8_base0.8_shifted,8,0.8,shifted,0.75,rr_fixed,256,0.7764822822176874,0.16953546864067218,1.1776007036144243,0.07646939354672583,0.02505040728862853,1.1731869144523972,5.204170427930421e-17,5.941438457057155e-17,1.0,0.0008693664343968456,2.55929256413352e-06,1.6444152620096355
g8_base0.95_calibrated,8,0.95,calibrated,0.25,whole_group_cv,256,-2.7176425934062394,0.36700003592819935,0.7180161850965683,-0.2711335051446668,0.03990375503522725,0.6864072038074853,-1.2576745200831851e-16,1.791342975182588e-17,1.0,0.0014317870838875982,4.391514567366719e-06,9.241427621708027
g8_base0.95_calibrated,8,0.95,calibrated,0.25,rr_fixed,256,-1.20182354998629,0.28592576227691785,0.8520243304499672,-0.11258806000089122,0.027165737254502012,0.8405399944236538,-1.1275702593849246e-17,1.868662255660755e-17,1.0,0.0008549152095112037,3.17735567802538e-06,2.138972209906056
g8_base0.95_calibrated,8,0.95,calibrated,0.5,whole_group_cv,256,-1.3053126277483844,0.1687362979361623,0.5936805281454189,-0.1290287979737477,0.019208256507757183,0.5522961849621942,-2.480654570646834e-16,3.5070499427717064e-17,1.0,0.0017563742778030711,5.7713891602520905e-06,10.770569006661546
g8_base0.95_calibrated,8,0.95,calibrated,0.5,rr_fixed,256,-0.23438864059995956,0.08883435504395355,0.8905546247846486,-0.021909024001713497,0.00958381319208277,0.8790101296220407,2.6020852139652106e-17,3.5370713820412495e-17,1.0,0.0008771850989411977,3.4564565431081922e-06,1.8283529490549564
g8_base0.95_calibrated,8,0.95,calibrated,0.75,whole_group_cv,256,-0.6623538517079035,0.0724977533226502,0.3814648043257561,-0.06376004615590686,0.008937870417717066,0.33629663239688573,-6.245004513516506e-16,5.1259854247354973e-17,1.0,0.0020390534697538936,5.805505654999802e-06,11.973715276180968
g8_base0.95_calibrated,8,0.95,calibrated,0.75,rr_fixed,256,-0.03777472335159562,0.02951815747407602,0.9153533198289658,-0.004110122964651616,0.002231111210312489,0.887137738218895,-6.938893903907228e-17,5.862779631495263e-17,1.0,0.0008846966973200686,3.190626625220005e-06,1.6601380254850178
g8_base0.95_overconfident,8,0.95,overconfident,0.25,whole_group_cv,256,0.4002901228897895,0.6667028319961286,1.0249801822226592,0.018394415643012453,0.07927715443001436,1.0120322634341339,-9.454242944073599e-17,1.4865508723501956e-17,1.0,0.0014236840655400549,4.0107013495712535e-06,9.314574123620915
g8_base0.95_overconfident,8,0.95,overconfident,0.25,rr_fixed,256,-3.1361079302982846,0.42332516873144443,0.8396730674240583,-0.3049620295128451,0.05385877242725837,0.8353438276898904,2.168404344971009e-17,1.8199688944459762e-17,1.0,0.0008541666820929728,3.318286005296986e-06,2.1531185110242386
g8_base0.95_overconfident,8,0.95,overconfident,0.5,whole_group_cv,256,0.1388888753303092,0.3150240270590224,1.0260021610531211,0.005939807386729477,0.03715551957188603,1.011656145312606,-2.0990154059319366e-16,3.019575890689254e-17,1.0,0.001743678669440321,4.6933405706240685e-06,10.849878953993235
g8_base0.95_overconfident,8,0.95,overconfident,0.5,rr_fixed,256,-0.38540707408343966,0.16157765162371182,0.9342951421918176,-0.03978023492685751,0.019310136637300943,0.9283633914919474,1.0408340855860843e-17,3.620384037619909e-17,1.0,0.0008732497644760185,3.377378677870527e-06,1.8336877018435114
