split,mechanism,alpha,method,sample_size,target,squared_bias,trace_variance,exact_mse,mc_mean_squared_error,mc_standard_error
reporting,edit,0.15000000000000002,oracle_ipw,64,full_alpha1_population_gradient,0.0012308836756636653,0.0001542748699396428,0.001385158545603308,0.0013871792053039185,1.1459880428867767e-05
reporting,edit,0.2,unweighted,64,full_alpha1_population_gradient,0.000771064990750452,0.00021268329839018894,0.000983748289140641,0.0009804409607076078,1.029663387255639e-05
reporting,edit,0.2,oracle_ipw,64,full_alpha1_population_gradient,0.0010903329445325202,0.000159304459151632,0.0012496374036841521,0.0012519619066558231,1.0944577016448535e-05
reporting,edit,0.25,unweighted,64,full_alpha1_population_gradient,0.0006707031335661454,0.000214751302203175,0.0008854544357693204,0.0008822066853840429,9.546139960767371e-06
reporting,edit,0.25,oracle_ipw,64,full_alpha1_population_gradient,0.0009583004395305352,0.0001661198569597011,0.0011244202964902363,0.0011269163864095857,1.0515185381779633e-05
reporting,edit,0.30000000000000004,unweighted,64,full_alpha1_population_gradient,0.0005776083741427646,0.00021750474369952214,0.0007951131178422868,0.0007919083482115559,8.826489768902502e-06
reporting,edit,0.30000000000000004,oracle_ipw,64,full_alpha1_population_gradient,0.0008347861606577111,0.0001747210633638497,0.0010095072240215608,0.0010120426445652062,1.0140024567375277e-05
reporting,edit,0.35000000000000003,unweighted,64,full_alpha1_population_gradient,0.0004917807124803105,0.0002209436228792311,0.0007127243353595415,0.0007095459491901473,8.133045542102397e-06
reporting,edit,0.35000000000000003,oracle_ipw,64,full_alpha1_population_gradient,0.0007197901079140467,0.0001851080783640786,0.0009048981862781253,0.0009073406811226848,9.789463300454518e-06
reporting,edit,0.4,unweighted,64,full_alpha1_population_gradient,0.0004132201485787829,0.00022506793974230146,0.0006382880883210844,0.0006351194883198166,7.461506582741909e-06
reporting,edit,0.4,oracle_ipw,64,full_alpha1_population_gradient,0.0006133122812995427,0.00019728090196038703,0.0008105931832599297,0.0008128104960820215,9.437597232134164e-06
reporting,edit,0.45,unweighted,64,full_alpha1_population_gradient,0.0003419266824381809,0.0002298776942887333,0.0005718043767269142,0.0005686289656005644,6.80823393256063e-06
reporting,edit,0.45,oracle_ipw,64,full_alpha1_population_gradient,0.0005153526808141988,0.0002112395341527753,0.0007265922149669741,0.0007284520894432161,9.063355931619894e-06
reporting,edit,0.5,unweighted,64,full_alpha1_population_gradient,0.0002779003140585065,0.00023537288651852674,0.0005132732005770332,0.0005100743810323904,6.170730864842165e-06
reporting,edit,0.5,oracle_ipw,64,full_alpha1_population_gradient,0.00042591130645801577,0.0002269839749412437,0.0006528952813992595,0.0006542654612062687,8.651256448866961e-06
reporting,edit,0.55,unweighted,64,full_alpha1_population_gradient,0.00022114104343975792,0.00024155351643168145,0.0004626945598714394,0.0004594557346152945,5.548394521018569e-06
reporting,edit,0.55,oracle_ipw,64,full_alpha1_population_gradient,0.00034498815823099266,0.00024451422432579143,0.0005895023825567841,0.0005902506113711792,8.192163213713775e-06
reporting,edit,0.6000000000000001,unweighted,64,full_alpha1_population_gradient,0.0001716488705819357,0.00024841958402819814,0.00042006845461013383,0.00041677302634927655,4.943757165789454e-06
reporting,edit,0.6000000000000001,oracle_ipw,64,full_alpha1_population_gradient,0.00027258323613313,0.0002638302823064194,0.0005364135184395494,0.0005364075399379478,7.684523454535949e-06
reporting,edit,0.65,unweighted,64,full_alpha1_population_gradient,0.00012942379548503986,0.00025597108930807604,0.0003853948847931159,0.00038202625623433707,4.364617406817267e-06
reporting,edit,0.65,oracle_ipw,64,full_alpha1_population_gradient,0.0002086965401644276,0.00028493214888312675,0.0004936286890475543,0.0004927362469065745,7.136710842942598e-06
reporting,edit,0.7000000000000001,unweighted,64,full_alpha1_population_gradient,9.446581814907068e-05,0.00026420803227131544,0.00035867385042038613,0.00035521542427047583,3.827707702280298e-06
