org_code,year,field,source_cell,source_sheet,reason
RX2,2023,thinking_about_leaving_score,ALN35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,thinking_about_leaving_n,ASN35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,work_related_stress,AMT35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,work_related_stress_n,AUP35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,burnout_score,BTN42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,burnout_n,CBD42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,n_resp,CHX42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,response_rate,CHW42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,wellbeing_action,BVI42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,wellbeing_action_n,CCQ42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,intent_leave,BWW42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,intent_leave_n,CEE42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,thinking_about_leaving_score,BUD42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,thinking_about_leaving_n,CAP42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,work_related_stress,BVJ42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2021,work_related_stress_n,CCR42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,burnout_score,BCN42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,burnout_n,BKJ42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,n_resp,BRJ42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,response_rate,BRI42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,wellbeing_action,BEI42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,wellbeing_action_n,BLW42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,intent_leave,BGB42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,intent_leave_n,BNP42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,thinking_about_leaving_score,BDD42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,thinking_about_leaving_n,BJV42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,work_related_stress,BEJ42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2022,work_related_stress_n,BLX42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,burnout_score,AKX42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,burnout_n,ATB42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,n_resp,BAJ42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,response_rate,BAI42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,wellbeing_action,AMS42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,wellbeing_action_n,AUO42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,intent_leave,AOO42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,intent_leave_n,AWK42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,thinking_about_leaving_score,ALN42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,thinking_about_leaving_n,ASN42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,work_related_stress,AMT42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2023,work_related_stress_n,AUP42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,burnout_score,TF42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,burnout_n,ABK42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,n_resp,AIT42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,response_rate,AIS42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,wellbeing_action,VA42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,wellbeing_action_n,ACX42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,intent_leave,WX42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,intent_leave_n,AEU42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,thinking_about_leaving_score,TV42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,thinking_about_leaving_n,AAW42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,work_related_stress,VB42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RXT,2024,work_related_stress_n,ACY42,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
QE1,2021,burnout_score,BTF2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,burnout_n,CAU2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,n_resp,CHN2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,response_rate,CHM2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,wellbeing_action,BVA2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,wellbeing_action_n,CCH2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,intent_leave,BWN2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,intent_leave_n,CDU2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,thinking_about_leaving_score,BTV2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,thinking_about_leaving_n,CAG2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,work_related_stress,BVB2,ICBs,Blank or suppressed in source; not imputed
QE1,2021,work_related_stress_n,CCI2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,burnout_score,BCH2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,burnout_n,BKC2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,n_resp,BRB2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,response_rate,BRA2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,wellbeing_action,BEC2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,wellbeing_action_n,BLP2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,intent_leave,BFU2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,intent_leave_n,BNH2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,thinking_about_leaving_score,BCX2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,thinking_about_leaving_n,BJO2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,work_related_stress,BED2,ICBs,Blank or suppressed in source; not imputed
QE1,2022,work_related_stress_n,BLQ2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,burnout_score,AKT2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,burnout_n,ASW2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,n_resp,BAD2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,response_rate,BAC2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,wellbeing_action,AMO2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,wellbeing_action_n,AUJ2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,intent_leave,AOJ2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,intent_leave_n,AWE2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,thinking_about_leaving_score,ALJ2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,thinking_about_leaving_n,ASI2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,work_related_stress,AMP2,ICBs,Blank or suppressed in source; not imputed
QE1,2023,work_related_stress_n,AUK2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,burnout_score,TD2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,burnout_n,ABH2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,n_resp,AIP2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,response_rate,AIO2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,wellbeing_action,UY2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,wellbeing_action_n,ACU2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,intent_leave,WU2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,intent_leave_n,AEQ2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,thinking_about_leaving_score,TT2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,thinking_about_leaving_n,AAT2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,work_related_stress,UZ2,ICBs,Blank or suppressed in source; not imputed
QE1,2024,work_related_stress_n,ACV2,ICBs,Blank or suppressed in source; not imputed
QF7,2021,burnout_score,BTF3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,burnout_n,CAU3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,n_resp,CHN3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,response_rate,CHM3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,wellbeing_action,BVA3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,wellbeing_action_n,CCH3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,intent_leave,BWN3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,intent_leave_n,CDU3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,thinking_about_leaving_score,BTV3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,thinking_about_leaving_n,CAG3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,work_related_stress,BVB3,ICBs,Blank or suppressed in source; not imputed
QF7,2021,work_related_stress_n,CCI3,ICBs,Blank or suppressed in source; not imputed
QHL,2021,burnout_score,BTF5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,burnout_n,CAU5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,n_resp,CHN5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,response_rate,CHM5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,wellbeing_action,BVA5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,wellbeing_action_n,CCH5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,intent_leave,BWN5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,intent_leave_n,CDU5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,thinking_about_leaving_score,BTV5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,thinking_about_leaving_n,CAG5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,work_related_stress,BVB5,ICBs,Blank or suppressed in source; not imputed
QHL,2021,work_related_stress_n,CCI5,ICBs,Blank or suppressed in source; not imputed
QHM,2021,burnout_score,BTF6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,burnout_n,CAU6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,n_resp,CHN6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,response_rate,CHM6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,wellbeing_action,BVA6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,wellbeing_action_n,CCH6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,intent_leave,BWN6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,intent_leave_n,CDU6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,thinking_about_leaving_score,BTV6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,thinking_about_leaving_n,CAG6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,work_related_stress,BVB6,ICBs,Blank or suppressed in source; not imputed
QHM,2021,work_related_stress_n,CCI6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,burnout_score,BCH6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,burnout_n,BKC6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,n_resp,BRB6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,response_rate,BRA6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,wellbeing_action,BEC6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,wellbeing_action_n,BLP6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,intent_leave,BFU6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,intent_leave_n,BNH6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,thinking_about_leaving_score,BCX6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,thinking_about_leaving_n,BJO6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,work_related_stress,BED6,ICBs,Blank or suppressed in source; not imputed
QHM,2022,work_related_stress_n,BLQ6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,burnout_score,AKT6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,burnout_n,ASW6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,n_resp,BAD6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,response_rate,BAC6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,wellbeing_action,AMO6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,wellbeing_action_n,AUJ6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,intent_leave,AOJ6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,intent_leave_n,AWE6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,thinking_about_leaving_score,ALJ6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,thinking_about_leaving_n,ASI6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,work_related_stress,AMP6,ICBs,Blank or suppressed in source; not imputed
QHM,2023,work_related_stress_n,AUK6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,burnout_score,TD6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,burnout_n,ABH6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,n_resp,AIP6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,response_rate,AIO6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,wellbeing_action,UY6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,wellbeing_action_n,ACU6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,intent_leave,WU6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,intent_leave_n,AEQ6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,thinking_about_leaving_score,TT6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,thinking_about_leaving_n,AAT6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,work_related_stress,UZ6,ICBs,Blank or suppressed in source; not imputed
QHM,2024,work_related_stress_n,ACV6,ICBs,Blank or suppressed in source; not imputed
QNC,2021,burnout_score,BTF13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,burnout_n,CAU13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,n_resp,CHN13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,response_rate,CHM13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,wellbeing_action,BVA13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,wellbeing_action_n,CCH13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,intent_leave,BWN13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,intent_leave_n,CDU13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,thinking_about_leaving_score,BTV13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,thinking_about_leaving_n,CAG13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,work_related_stress,BVB13,ICBs,Blank or suppressed in source; not imputed
QNC,2021,work_related_stress_n,CCI13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,burnout_score,BCH13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,burnout_n,BKC13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,n_resp,BRB13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,response_rate,BRA13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,wellbeing_action,BEC13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,wellbeing_action_n,BLP13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,intent_leave,BFU13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,intent_leave_n,BNH13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,thinking_about_leaving_score,BCX13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,thinking_about_leaving_n,BJO13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,work_related_stress,BED13,ICBs,Blank or suppressed in source; not imputed
QNC,2022,work_related_stress_n,BLQ13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,burnout_score,AKT13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,burnout_n,ASW13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,n_resp,BAD13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,response_rate,BAC13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,wellbeing_action,AMO13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,wellbeing_action_n,AUJ13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,intent_leave,AOJ13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,intent_leave_n,AWE13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,thinking_about_leaving_score,ALJ13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,thinking_about_leaving_n,ASI13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,work_related_stress,AMP13,ICBs,Blank or suppressed in source; not imputed
QNC,2023,work_related_stress_n,AUK13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,burnout_score,TD13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,burnout_n,ABH13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,n_resp,AIP13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,response_rate,AIO13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,wellbeing_action,UY13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,wellbeing_action_n,ACU13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,intent_leave,WU13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,intent_leave_n,AEQ13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,thinking_about_leaving_score,TT13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,thinking_about_leaving_n,AAT13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,work_related_stress,UZ13,ICBs,Blank or suppressed in source; not imputed
QNC,2024,work_related_stress_n,ACV13,ICBs,Blank or suppressed in source; not imputed
QOC,2021,burnout_score,BTF14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,burnout_n,CAU14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,n_resp,CHN14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,response_rate,CHM14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,wellbeing_action,BVA14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,wellbeing_action_n,CCH14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,intent_leave,BWN14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,intent_leave_n,CDU14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,thinking_about_leaving_score,BTV14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,thinking_about_leaving_n,CAG14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,work_related_stress,BVB14,ICBs,Blank or suppressed in source; not imputed
QOC,2021,work_related_stress_n,CCI14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,burnout_score,BCH14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,burnout_n,BKC14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,n_resp,BRB14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,response_rate,BRA14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,wellbeing_action,BEC14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,wellbeing_action_n,BLP14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,intent_leave,BFU14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,intent_leave_n,BNH14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,thinking_about_leaving_score,BCX14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,thinking_about_leaving_n,BJO14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,work_related_stress,BED14,ICBs,Blank or suppressed in source; not imputed
QOC,2022,work_related_stress_n,BLQ14,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,burnout_score,BTF15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,burnout_n,CAU15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,n_resp,CHN15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,response_rate,CHM15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,wellbeing_action,BVA15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,wellbeing_action_n,CCH15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,intent_leave,BWN15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,intent_leave_n,CDU15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,thinking_about_leaving_score,BTV15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,thinking_about_leaving_n,CAG15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,work_related_stress,BVB15,ICBs,Blank or suppressed in source; not imputed
QOQ,2021,work_related_stress_n,CCI15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,burnout_score,BCH15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,burnout_n,BKC15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,n_resp,BRB15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,response_rate,BRA15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,wellbeing_action,BEC15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,wellbeing_action_n,BLP15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,intent_leave,BFU15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,intent_leave_n,BNH15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,thinking_about_leaving_score,BCX15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,thinking_about_leaving_n,BJO15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,work_related_stress,BED15,ICBs,Blank or suppressed in source; not imputed
QOQ,2022,work_related_stress_n,BLQ15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,burnout_score,AKT15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,burnout_n,ASW15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,n_resp,BAD15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,response_rate,BAC15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,wellbeing_action,AMO15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,wellbeing_action_n,AUJ15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,intent_leave,AOJ15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,intent_leave_n,AWE15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,thinking_about_leaving_score,ALJ15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,thinking_about_leaving_n,ASI15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,work_related_stress,AMP15,ICBs,Blank or suppressed in source; not imputed
QOQ,2023,work_related_stress_n,AUK15,ICBs,Blank or suppressed in source; not imputed
QRL,2021,burnout_score,BTF17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,burnout_n,CAU17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,n_resp,CHN17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,response_rate,CHM17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,wellbeing_action,BVA17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,wellbeing_action_n,CCH17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,intent_leave,BWN17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,intent_leave_n,CDU17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,thinking_about_leaving_score,BTV17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,thinking_about_leaving_n,CAG17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,work_related_stress,BVB17,ICBs,Blank or suppressed in source; not imputed
QRL,2021,work_related_stress_n,CCI17,ICBs,Blank or suppressed in source; not imputed
QT1,2021,burnout_score,BTF18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,burnout_n,CAU18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,n_resp,CHN18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,response_rate,CHM18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,wellbeing_action,BVA18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,wellbeing_action_n,CCH18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,intent_leave,BWN18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,intent_leave_n,CDU18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,thinking_about_leaving_score,BTV18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,thinking_about_leaving_n,CAG18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,work_related_stress,BVB18,ICBs,Blank or suppressed in source; not imputed
QT1,2021,work_related_stress_n,CCI18,ICBs,Blank or suppressed in source; not imputed
QUA,2021,burnout_score,BTF20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,burnout_n,CAU20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,n_resp,CHN20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,response_rate,CHM20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,wellbeing_action,BVA20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,wellbeing_action_n,CCH20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,intent_leave,BWN20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,intent_leave_n,CDU20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,thinking_about_leaving_score,BTV20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,thinking_about_leaving_n,CAG20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,work_related_stress,BVB20,ICBs,Blank or suppressed in source; not imputed
QUA,2021,work_related_stress_n,CCI20,ICBs,Blank or suppressed in source; not imputed
QWO,2021,burnout_score,BTF22,ICBs,Blank or suppressed in source; not imputed
QWO,2021,burnout_n,CAU22,ICBs,Blank or suppressed in source; not imputed
QWO,2021,n_resp,CHN22,ICBs,Blank or suppressed in source; not imputed
QWO,2021,response_rate,CHM22,ICBs,Blank or suppressed in source; not imputed
QWO,2021,wellbeing_action,BVA22,ICBs,Blank or suppressed in source; not imputed
QWO,2021,wellbeing_action_n,CCH22,ICBs,Blank or suppressed in source; not imputed
