n,raw_mse,geometric_mse,posterior_mse
2673.841615839947,0.0023374608140492486,0.028612419267146354,0.002193359760164257
2768.2866303920637,0.0022577141873183965,0.02859563874407561,0.002122812854865555
2866.0676169482504,0.0021806882583792334,0.02857943071834969,0.0020544121299620466
2967.3024081888693,0.002106290205794955,0.028563775658204983,0.0019880995040917337
3072.112998861756,0.0020344303748969124,0.02854865469823869,0.0019238180604068816
3180.625692794119,0.001965022169744688,0.028534049616674717,0.0018615120457104173
3292.971255097148,0.0018979819487721628,0.02851994281340523,0.0018011268681994014
3409.285069746811,0.0018332289239937783,0.028506317288781332,0.001742609093880479
3529.70730273065,0.0017706850636495775,0.02849315662312733,0.001685906441723048
3654.3830709572544,0.00171027499817167,0.028480444956953933,0.001630967777616163
3783.462617131929,0.0016519259293588159,0.028468166971846485,0.0015777431071964387
3917.1014908092566,0.0015955675426496995,0.02845630787200526,0.0015261835676115415
4055.4607358408275,0.0015411319223891274,0.0284448533664155,0.001476241418285243
4198.70708444391,0.0014885534699850987,0.028433789651625813,0.0014278700307487763
4347.013158125022,0.0014377688248580747,0.028423103395114054,0.0013810238776024164
4500.557675700497,0.0013887167880872024,0.028412781719220744,0.001335658520668595
4659.525668664677,0.0013413382486615038,0.028402812185630635,0.0012917305984000566
4824.108704165369,0.0012955761122471073,0.02839318278038369,0.0012491978126018544
4994.50511585514,0.0012513752323847405,0.028383881899397452,0.001208018914523712
5170.920242896756,0.00120868234403452,0.028374898334483346,0.0011681536903823536
5353.566677410724,0.0011674459993879893,0.028366221259840056,0.0011295629463676515
5542.664520663102,0.0011276165058700458,0.0283578402190077,0.0010922084931835607
5738.441648302392,0.0010891458662560317,0.028349745112267098,0.0010560531301782167
5941.133984965034,0.0010519877208318479,0.028341926184468923,0.0010210606291096852
6150.985788580498,0.001016097291527372,0.028334374013278093,0.0009871957175949797
6368.249944718586,0.0009814313279558609,0.028327079497819218,0.0009544240622881006
6593.188271333542,0.0009479480552943275,0.028320033847709435,0.0009227122518297298
6826.071834272386,0.0009156071239420539,0.028313228572465408,0.0008920277796077014
7067.181273927491,0.00088436956089661,0.028306655471271713,0.0008623390263706454
7316.807143427192,0.0008541977227887545,0.028300306623098303,0.0008336152427273202
7575.250258771913,0.0008250552505196363,0.02829417437715515,0.000805826531570325
7842.822061337682,0.000796907025445633,0.028288251343672507,0.0007789438304531271
8119.844993184009,0.0007697191270580163,0.028282530384995744,0.0007529388939549325
8406.652885618325,0.0007434587921064498,0.028277004606984,0.0007277842760590875
8703.591361485156,0.0007180943751170687,0.028271667350702266,0.0007034533125741954
9011.018251665018,0.0006935953102575451,0.028266512184396932,0.0006799201036209734
9329.304026284686,0.0006699320745032047,0.02826153289574508,0.0006571594962108684
9658.832241158698,0.0006470761520597892,0.02825672348436823,0.0006351470669371112
10000.0,0.000625,0.02825207815460146,0.0006138591047949588
