cell_id,seed,reps,units,n_lo,n_hi,n_min,n_max,phi,sigma2,psi,trend,error_kind,response_bias,gaussian_exact,fraction,k,method,out_of_range_fraction,hit_mean,hit_mcse,hit_p10,hit_p90,latent_regret_mean,latent_regret_mcse,latent_regret_p10,latent_regret_p90,state_mse_mean,state_mse_mcse,state_mse_p10,state_mse_p90,rebound_mean,rebound_mcse,rebound_p10,rebound_p90,predicted_rebound_mean,predicted_rebound_mcse,predicted_rebound_p10,predicted_rebound_p90,rebound_residual_mean,rebound_residual_mcse,rebound_residual_p10,rebound_residual_p90
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.1,8,raw,0.0,0.3612,0.0020767220697317642,0.125,0.5,0.26407135741591803,0.00130875809819788,0.15017601971916222,0.38824322480191803,0.2542136341343249,0.0005826129959504612,0.20344669062891943,0.3083857332457318,0.5247426271635284,0.002900352861839314,0.26388632316564253,0.790426212906627,0.6204006994315625,0.0014729492006129326,0.49054168506382984,0.7552506720003395,-0.09565807226803416,0.002506485097969368,-0.3226720539370363,0.13081976638957668
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.1,8,equal_history,0.0,0.353725,0.0020508391119765206,0.125,0.5,0.2681564949153113,0.001298064798069203,0.15424419920214963,0.39106144024617484,0.1593478552350123,0.00035103232049482115,0.12869960751872006,0.19245552741298697,0.17536326830916704,0.003107013623549881,-0.11025758336016234,0.4493415488816694,0.30079087120074366,0.0017904692990601255,0.1403175254565991,0.46336716563478236,-0.12542760289157664,0.002507697642506521,-0.3511912483368921,0.10085123446426958
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.1,8,geometric_history,0.0,0.370525,0.0020751460481672718,0.25,0.5,0.2523939612738719,0.001259139507213385,0.14208331046421466,0.3704572934589726,0.15221245501227731,0.00033480700220727224,0.12252898834124876,0.18360753770671923,0.21754695715628086,0.0030770466215620214,-0.06929137055735889,0.49235143730153336,0.3437416874175663,0.0017625776715491262,0.18637785232962026,0.5019726437104257,-0.12619473026128544,0.0024984873389692387,-0.3527088485801257,0.10299148541609532
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.1,8,gaussian_posterior,0.0,0.393975,0.0020977952769526396,0.25,0.625,0.2314316207050212,0.001192244520788154,0.1267229634016621,0.3451093186918603,0.09416187253958405,0.0002110268476257923,0.07525959954034826,0.11381175017857256,0.28498145541323583,0.0028144916160308194,0.031326850382465445,0.5430013114937405,0.4024034729519748,0.00158740879108197,0.25770212300898687,0.54472211256001,-0.11742201753873902,0.002343009983230594,-0.3264335515961937,0.09707768166937211
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.1,8,independent_error_posterior,0.0,0.393975,0.0020977952769526396,0.25,0.625,0.2314316207050212,0.001192244520788154,0.1267229634016621,0.3451093186918603,0.09416187253958405,0.0002110268476257923,0.07525959954034826,0.11381175017857256,0.28498145541323583,0.0028144916160308194,0.031326850382465445,0.5430013114937405,0.4024034729519748,0.00158740879108197,0.25770212300898687,0.54472211256001,-0.11742201753873902,0.002343009983230594,-0.3264335515961937,0.09707768166937211
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.2,16,raw,0.0,0.4763625,0.0014435465818936426,0.375,0.625,0.20769140866321464,0.0008259677126609431,0.1353379591760154,0.28248875444827193,0.2542136341343249,0.0005826129959504612,0.20344669062891943,0.3083857332457318,0.41114759726433875,0.002027405757760265,0.22779033936404255,0.5994576540863443,0.48757134317872736,0.0010526353317123482,0.39409236096380534,0.5824274062919913,-0.07642374591438847,0.0017483849192978132,-0.23718960242739787,0.0861664318303863
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.2,16,equal_history,0.0,0.4641125,0.0014424986583098942,0.3125,0.625,0.2150343076753403,0.0008366621890188795,0.14140568343114185,0.2925020881299541,0.1593478552350123,0.00035103232049482115,0.12869960751872006,0.19245552741298697,0.13981961578892466,0.0021754324534042076,-0.0574082037902996,0.3407480445589891,0.24083881660703718,0.001288223774228804,0.12498796070433346,0.35809131614202255,-0.10101920081811248,0.0017676690283159459,-0.26460082855066397,0.05802442130633952
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.2,16,geometric_history,0.0,0.4799125,0.0014580183065470904,0.375,0.625,0.20221984154241054,0.0008127014254883569,0.12990219264514344,0.27867118739751395,0.15221245501227731,0.00033480700220727224,0.12252898834124876,0.18360753770671923,0.1753361923297509,0.0021609127071836346,-0.020877895285366776,0.37090217381900464,0.2756011711170523,0.0012666957105777871,0.16140743430150456,0.39049932740572774,-0.1002649787873014,0.0017549873814928327,-0.25961600378480343,0.05807323348189735
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.2,16,gaussian_posterior,0.0,0.5016125,0.0014445123889944287,0.375,0.625,0.18540830382438736,0.0007725433975307613,0.11740177877487552,0.2577601499375562,0.09416187253958405,0.0002110268476257923,0.07525959954034826,0.11381175017857256,0.23469413305224335,0.0020766586842658756,0.047228986587737054,0.42075870623146217,0.33011702151163563,0.0011702077651891268,0.224818675411678,0.43611769362252617,-0.09542288845939237,0.0017165036051639995,-0.2507166947381156,0.06176927553417726
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.2,16,independent_error_posterior,0.0,0.5016125,0.0014445123889944287,0.375,0.625,0.18540830382438736,0.0007725433975307613,0.11740177877487552,0.2577601499375562,0.09416187253958405,0.0002110268476257923,0.07525959954034826,0.11381175017857256,0.23469413305224335,0.0020766586842658756,0.047228986587737054,0.42075870623146217,0.33011702151163563,0.0011702077651891268,0.224818675411678,0.43611769362252617,-0.09542288845939237,0.0017165036051639995,-0.2507166947381156,0.06176927553417726
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.4,32,raw,0.0,0.63320625,0.0008990521195293553,0.5625,0.71875,0.14171890647451738,0.0004939777008901006,0.09865730691553294,0.18709188233190402,0.2542136341343249,0.0005826129959504612,0.20344669062891943,0.3083857332457318,0.27958500256553315,0.0014340715400962452,0.14966499118095705,0.4089375445307671,0.3325310815835314,0.0007793008796038156,0.26211724071268816,0.4030444083958536,-0.05294607901799823,0.0012352102759794316,-0.165703645513774,0.05925560335736269
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.4,32,equal_history,0.0,0.62315,0.0009108015903078902,0.53125,0.71875,0.14885216723151995,0.0005063817332519046,0.10403686552349463,0.1961768999370241,0.1593478552350123,0.00035103232049482115,0.12869960751872006,0.19245552741298697,0.09486119116235665,0.001495316161157484,-0.04152912861091903,0.23017425377273748,0.16472399100905186,0.0009082205326494491,0.08241089927393568,0.24672072374164902,-0.06986279984669523,0.0012351878397829023,-0.17918628321542737,0.04315362103965483
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.4,32,geometric_history,0.0,0.63550625,0.0009022544637245982,0.5625,0.71875,0.13985471750909156,0.0004847643525622385,0.09754084178075004,0.18462497308981804,0.15221245501227731,0.00033480700220727224,0.12252898834124876,0.18360753770671923,0.11901054563251295,0.0014958395834167783,-0.016447455173328136,0.25280080990133497,0.18859808908058723,0.0009021662033784779,0.10762226696833892,0.2704596165049902,-0.06958754344807423,0.0012311134360871699,-0.18031266324386455,0.042634827450487314
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.4,32,gaussian_posterior,0.0,0.6512375,0.0008771691563750855,0.5625,0.71875,0.12886050186619197,0.0004591252034529435,0.08807846138429624,0.17081581304002064,0.09416187253958405,0.0002110268476257923,0.07525959954034826,0.11381175017857256,0.16437687796274353,0.0014638151349874713,0.03172967324557337,0.2975184496597308,0.23099500002085568,0.0008691069220352546,0.15258373023729918,0.30959885292212774,-0.06661812205811216,0.001214625557458055,-0.17756559343166745,0.04420107623534357
2,5542286660586761760,5000,80,20,120,21,120,0.85,6.25,0.0,0.0,gaussian,0.3,False,0.4,32,independent_error_posterior,0.0,0.6512375,0.0008771691563750855,0.5625,0.71875,0.12886050186619197,0.0004591252034529435,0.08807846138429624,0.17081581304002064,0.09416187253958405,0.0002110268476257923,0.07525959954034826,0.11381175017857256,0.16437687796274353,0.0014638151349874713,0.03172967324557337,0.2975184496597308,0.23099500002085568,0.0008691069220352546,0.15258373023729918,0.30959885292212774,-0.06661812205811216,0.001214625557458055,-0.17756559343166745,0.04420107623534357
