scenario,alpha,relative_bias,absolute_bias,derivative_squared,oracle_selection_bias
untouched_selected,0.32,0.19184496163767897,0.3166545120474362,0.14206294314353612,0.0
untouched_selected,0.325,0.19368523103091442,0.32160223879817756,0.141725784082605,2.7755575615628914e-17
untouched_selected,0.33,0.19550375340676623,0.3265499655489187,0.14137089320771262,0.0
untouched_selected,0.335,0.19730091158480537,0.33149769229966003,0.14099923723635377,2.237726045655905e-16
untouched_selected,0.34,0.19907707946112457,0.3364454190504014,0.14061173883031053,0.0
untouched_selected,0.34500000000000003,0.20083262226657186,0.34139314580114244,0.1402092786726362,2.237726045655905e-16
untouched_selected,0.35000000000000003,0.2025678968160774,0.34634087255188356,0.13979269743920847,0.0
untouched_selected,0.355,0.20428325174942838,0.3512885993026247,0.13936279767065984,2.7755575615628914e-17
untouched_selected,0.36,0.2059790277638344,0.35623632605336597,0.13892034555014637,2.220446049250313e-16
untouched_selected,0.365,0.20765555783860506,0.3611840528041069,0.1384660725920914,2.7755575615628914e-17
untouched_selected,0.37,0.20931316745225287,0.3661317795548482,0.13800067724673742,0.0
untouched_selected,0.375,0.21095217479231393,0.37107950630558956,0.1375248264250549,2.237726045655905e-16
untouched_selected,0.38,0.21257289095817217,0.37602723305633085,0.13703915694828983,2.220446049250313e-16
untouched_selected,0.385,0.2141756201571569,0.38097495980707174,0.1365442769261841,2.7755575615628914e-17
untouched_selected,0.39,0.21576065989417226,0.3859226865578131,0.13604076706766688,0.0
untouched_selected,0.395,0.21732830115510401,0.3908704133085542,0.135529181927599,0.0
untouched_selected,0.4,0.21887882858424448,0.3958181400592955,0.13501005109294284,2.220446049250313e-16
untouched_selected,0.405,0.22041252065595734,0.4007658668100367,0.13448388031154163,2.7755575615628914e-17
untouched_selected,0.41000000000000003,0.2219296498408028,0.40571359356077796,0.13395115256650816,2.220446049250313e-16
untouched_selected,0.41500000000000004,0.22343048276632724,0.4106613203115193,0.13341232909905512,2.237726045655905e-16
untouched_selected,0.42,0.2249152803727185,0.4156090470622604,0.1328678503824381,0.0
untouched_selected,0.425,0.2263842980635159,0.4205567738130015,0.1323181370495345,2.237726045655905e-16
untouched_selected,0.43,0.22783778585155642,0.4255045005637426,0.13176359077643846,0.0
