method,horizon,seed,update,generated_training_trajectories,training_actions,purchased_reference_queries,purchased_invariant_checks,candidate_reference_labels,evaluation_episodes,reference_success,cheap_success,cheap_false_acceptance,reporting_reference_queries
full,24,5,75,600,14400,475,11400,475,256,0.44921875,0.828125,0.37890625,256
full,24,5,100,800,19200,638,15312,638,256,0.51953125,0.84375,0.32421875,256
full,24,5,125,1000,24000,810,19440,810,256,0.6328125,0.87890625,0.24609375,256
full,24,5,150,1200,28800,989,23736,989,256,0.71484375,0.88671875,0.171875,256
full,24,5,175,1400,33600,1171,28104,1171,256,0.72265625,0.8984375,0.17578125,256
full,24,5,200,1600,38400,1360,32640,1360,256,0.75,0.91015625,0.16015625,256
full,24,5,225,1800,43200,1542,37008,1542,256,0.7578125,0.90625,0.1484375,256
full,24,5,250,2000,48000,1726,41424,1726,256,0.76953125,0.921875,0.15234375,256
full,24,5,275,2200,52800,1910,45840,1910,256,0.80078125,0.9375,0.13671875,256
full,24,5,300,2400,57600,2105,50520,2105,256,0.8203125,0.9375,0.1171875,256
proxy,24,5,0,0,0,0,0,0,256,0.18359375,0.73828125,0.5546875,256
proxy,24,5,25,200,4800,0,0,155,256,0.1796875,0.77734375,0.59765625,256
proxy,24,5,50,400,9600,0,0,311,256,0.20703125,0.828125,0.62109375,256
proxy,24,5,75,600,14400,0,0,488,256,0.1875,0.875,0.6875,256
proxy,24,5,100,800,19200,0,0,654,256,0.16796875,0.8984375,0.73046875,256
proxy,24,5,125,1000,24000,0,0,835,256,0.20703125,0.90234375,0.6953125,256
proxy,24,5,150,1200,28800,0,0,1011,256,0.1796875,0.90625,0.7265625,256
proxy,24,5,175,1400,33600,0,0,1196,256,0.21484375,0.9140625,0.69921875,256
proxy,24,5,200,1600,38400,0,0,1388,256,0.20703125,0.921875,0.71484375,256
proxy,24,5,225,1800,43200,0,0,1571,256,0.22265625,0.92578125,0.703125,256
proxy,24,5,250,2000,48000,0,0,1757,256,0.21875,0.94921875,0.73046875,256
proxy,24,5,275,2200,52800,0,0,1942,256,0.2109375,0.953125,0.7421875,256
proxy,24,5,300,2400,57600,0,0,2136,256,0.19921875,0.94140625,0.7421875,256
whole_group_residual,24,5,0,0,0,0,0,0,256,0.18359375,0.73828125,0.5546875,256
whole_group_residual,24,5,25,200,4800,75,1800,149,256,0.26953125,0.8046875,0.53515625,256
whole_group_residual,24,5,50,400,9600,165,3960,302,256,0.3828125,0.8203125,0.4375,256
whole_group_residual,24,5,75,600,14400,284,6816,475,256,0.4921875,0.82421875,0.33203125,256
whole_group_residual,24,5,100,800,19200,403,9672,640,256,0.5703125,0.83984375,0.26953125,256
whole_group_residual,24,5,125,1000,24000,508,12192,813,256,0.68359375,0.8828125,0.19921875,256
whole_group_residual,24,5,150,1200,28800,620,14880,995,256,0.7265625,0.89453125,0.16796875,256
whole_group_residual,24,5,175,1400,33600,709,17016,1180,256,0.73828125,0.9140625,0.17578125,256
whole_group_residual,24,5,200,1600,38400,800,19200,1372,256,0.76953125,0.921875,0.15234375,256
whole_group_residual,24,5,225,1800,43200,916,21984,1559,256,0.78515625,0.921875,0.13671875,256
whole_group_residual,24,5,250,2000,48000,975,23400,1746,256,0.7890625,0.921875,0.1328125,256
whole_group_residual,24,5,275,2200,52800,1060,25440,1933,256,0.80859375,0.9296875,0.12109375,256
whole_group_residual,24,5,300,2400,57600,1178,28272,2127,256,0.828125,0.9453125,0.1171875,256
rr_completion,24,5,0,0,0,0,0,0,256,0.18359375,0.73828125,0.5546875,256
rr_completion,24,5,25,200,4800,72,1728,147,256,0.27734375,0.8125,0.53515625,256
rr_completion,24,5,50,400,9600,162,3888,304,256,0.390625,0.828125,0.4375,256
rr_completion,24,5,75,600,14400,261,6264,477,256,0.48828125,0.84765625,0.359375,256
rr_completion,24,5,100,800,19200,371,8904,642,256,0.5546875,0.84765625,0.29296875,256
rr_completion,24,5,125,1000,24000,461,11064,812,256,0.671875,0.875,0.203125,256
rr_completion,24,5,150,1200,28800,571,13704,990,256,0.7265625,0.890625,0.1640625,256
rr_completion,24,5,175,1400,33600,665,15960,1170,256,0.734375,0.90234375,0.16796875,256
rr_completion,24,5,200,1600,38400,756,18144,1359,256,0.76171875,0.91796875,0.15625,256
rr_completion,24,5,225,1800,43200,874,20976,1544,256,0.77734375,0.91796875,0.140625,256
rr_completion,24,5,250,2000,48000,942,22608,1729,256,0.8046875,0.93359375,0.12890625,256
rr_completion,24,5,275,2200,52800,1027,24648,1916,256,0.8046875,0.9375,0.1328125,256
rr_completion,24,5,300,2400,57600,1133,27192,2111,256,0.8203125,0.9375,0.1171875,256
naive_reward_ht,24,5,0,0,0,0,0,0,256,0.18359375,0.73828125,0.5546875,256
naive_reward_ht,24,5,25,200,4800,75,1800,146,256,0.22265625,0.765625,0.54296875,256
naive_reward_ht,24,5,50,400,9600,151,3624,293,256,0.27734375,0.78125,0.50390625,256
naive_reward_ht,24,5,75,600,14400,232,5568,459,256,0.33203125,0.7890625,0.45703125,256
naive_reward_ht,24,5,100,800,19200,317,7608,615,256,0.37109375,0.796875,0.42578125,256
naive_reward_ht,24,5,125,1000,24000,398,9552,781,256,0.4375,0.80859375,0.37109375,256
naive_reward_ht,24,5,150,1200,28800,484,11616,944,256,0.49609375,0.80859375,0.3125,256
naive_reward_ht,24,5,175,1400,33600,555,13320,1101,256,0.54296875,0.84765625,0.3046875,256
naive_reward_ht,24,5,200,1600,38400,639,15336,1275,256,0.60546875,0.87109375,0.265625,256
naive_reward_ht,24,5,225,1800,43200,736,17664,1450,256,0.63671875,0.87109375,0.234375,256
naive_reward_ht,24,5,250,2000,48000,822,19728,1630,256,0.6640625,0.890625,0.2265625,256
naive_reward_ht,24,5,275,2200,52800,913,21912,1809,256,0.6796875,0.8828125,0.203125,256
naive_reward_ht,24,5,300,2400,57600,1010,24240,1999,256,0.69140625,0.89453125,0.203125,256
partial_replacement,24,5,0,0,0,0,0,0,256,0.18359375,0.73828125,0.5546875,256
partial_replacement,24,5,25,200,4800,79,1896,155,256,0.2109375,0.796875,0.5859375,256
partial_replacement,24,5,50,400,9600,159,3816,313,256,0.29296875,0.8359375,0.54296875,256
partial_replacement,24,5,75,600,14400,245,5880,487,256,0.34765625,0.8515625,0.50390625,256
partial_replacement,24,5,100,800,19200,334,8016,653,256,0.4140625,0.85546875,0.44140625,256
partial_replacement,24,5,125,1000,24000,416,9984,824,256,0.45703125,0.87109375,0.4140625,256
partial_replacement,24,5,150,1200,28800,507,12168,1001,256,0.546875,0.89453125,0.34765625,256
partial_replacement,24,5,175,1400,33600,591,14184,1183,256,0.6015625,0.89453125,0.29296875,256
partial_replacement,24,5,200,1600,38400,683,16392,1371,256,0.66796875,0.90234375,0.234375,256
partial_replacement,24,5,225,1800,43200,782,18768,1553,256,0.6953125,0.9140625,0.21875,256
partial_replacement,24,5,250,2000,48000,873,20952,1739,256,0.69140625,0.921875,0.23046875,256
partial_replacement,24,5,275,2200,52800,967,23208,1923,256,0.73828125,0.93359375,0.1953125,256
partial_replacement,24,5,300,2400,57600,1066,25584,2116,256,0.765625,0.93359375,0.16796875,256
full,24,6,0,0,0,0,0,0,256,0.19921875,0.734375,0.53515625,256
full,24,6,25,200,4800,147,3528,147,256,0.296875,0.75,0.453125,256
full,24,6,50,400,9600,297,7128,297,256,0.39453125,0.8359375,0.44140625,256
full,24,6,75,600,14400,464,11136,464,256,0.484375,0.859375,0.375,256
full,24,6,100,800,19200,630,15120,630,256,0.5625,0.87109375,0.30859375,256
full,24,6,125,1000,24000,815,19560,815,256,0.61328125,0.88671875,0.2734375,256
full,24,6,150,1200,28800,998,23952,998,256,0.65625,0.90625,0.25,256
full,24,6,175,1400,33600,1182,28368,1182,256,0.703125,0.91796875,0.21484375,256
full,24,6,200,1600,38400,1365,32760,1365,256,0.7265625,0.91015625,0.18359375,256
full,24,6,225,1800,43200,1548,37152,1548,256,0.75,0.91796875,0.16796875,256
full,24,6,250,2000,48000,1731,41544,1731,256,0.77734375,0.92578125,0.1484375,256
full,24,6,275,2200,52800,1920,46080,1920,256,0.77734375,0.93359375,0.15625,256
full,24,6,300,2400,57600,2105,50520,2105,256,0.79296875,0.9375,0.14453125,256
proxy,24,6,0,0,0,0,0,0,256,0.19921875,0.734375,0.53515625,256
proxy,24,6,25,200,4800,0,0,147,256,0.22265625,0.765625,0.54296875,256
proxy,24,6,50,400,9600,0,0,295,256,0.2265625,0.8125,0.5859375,256
proxy,24,6,75,600,14400,0,0,467,256,0.28515625,0.8671875,0.58203125,256
proxy,24,6,100,800,19200,0,0,635,256,0.29296875,0.8828125,0.58984375,256
proxy,24,6,125,1000,24000,0,0,821,256,0.2890625,0.88671875,0.59765625,256
proxy,24,6,150,1200,28800,0,0,1004,256,0.3515625,0.90234375,0.55078125,256
proxy,24,6,175,1400,33600,0,0,1183,256,0.3203125,0.91015625,0.58984375,256
proxy,24,6,200,1600,38400,0,0,1364,256,0.2734375,0.91796875,0.64453125,256
proxy,24,6,225,1800,43200,0,0,1550,256,0.33984375,0.9296875,0.58984375,256
proxy,24,6,250,2000,48000,0,0,1741,256,0.3125,0.93359375,0.62109375,256
proxy,24,6,275,2200,52800,0,0,1931,256,0.3671875,0.93359375,0.56640625,256
proxy,24,6,300,2400,57600,0,0,2114,256,0.33203125,0.9375,0.60546875,256
whole_group_residual,24,6,0,0,0,0,0,0,256,0.19921875,0.734375,0.53515625,256
whole_group_residual,24,6,25,200,4800,81,1944,143,256,0.26171875,0.74609375,0.484375,256
whole_group_residual,24,6,50,400,9600,161,3864,295,256,0.390625,0.83984375,0.44921875,256
whole_group_residual,24,6,75,600,14400,218,5232,462,256,0.48046875,0.859375,0.37890625,256
whole_group_residual,24,6,100,800,19200,300,7200,627,256,0.5234375,0.8671875,0.34375,256
whole_group_residual,24,6,125,1000,24000,383,9192,812,256,0.58203125,0.8828125,0.30078125,256
whole_group_residual,24,6,150,1200,28800,471,11304,997,256,0.640625,0.91015625,0.26953125,256
whole_group_residual,24,6,175,1400,33600,579,13896,1181,256,0.66796875,0.91796875,0.25,256
whole_group_residual,24,6,200,1600,38400,683,16392,1365,256,0.72265625,0.91796875,0.1953125,256
whole_group_residual,24,6,225,1800,43200,780,18720,1553,256,0.73828125,0.921875,0.18359375,256
whole_group_residual,24,6,250,2000,48000,857,20568,1740,256,0.75390625,0.9296875,0.17578125,256
whole_group_residual,24,6,275,2200,52800,969,23256,1930,256,0.76953125,0.93359375,0.1640625,256
whole_group_residual,24,6,300,2400,57600,1086,26064,2116,256,0.79296875,0.9375,0.14453125,256
rr_completion,24,6,0,0,0,0,0,0,256,0.19921875,0.734375,0.53515625,256
rr_completion,24,6,25,200,4800,71,1704,145,256,0.28125,0.74609375,0.46484375,256
rr_completion,24,6,50,400,9600,155,3720,298,256,0.41015625,0.84375,0.43359375,256
rr_completion,24,6,75,600,14400,228,5472,468,256,0.48046875,0.86328125,0.3828125,256
rr_completion,24,6,100,800,19200,320,7680,634,256,0.54296875,0.87109375,0.328125,256
rr_completion,24,6,125,1000,24000,410,9840,821,256,0.60546875,0.89453125,0.2890625,256
rr_completion,24,6,150,1200,28800,497,11928,1001,256,0.6484375,0.8984375,0.25,256
rr_completion,24,6,175,1400,33600,604,14496,1183,256,0.6875,0.921875,0.234375,256
rr_completion,24,6,200,1600,38400,717,17208,1369,256,0.7265625,0.91015625,0.18359375,256
rr_completion,24,6,225,1800,43200,820,19680,1552,256,0.765625,0.91796875,0.15234375,256
rr_completion,24,6,250,2000,48000,902,21648,1733,256,0.78515625,0.92578125,0.140625,256
rr_completion,24,6,275,2200,52800,1015,24360,1921,256,0.7890625,0.93359375,0.14453125,256
rr_completion,24,6,300,2400,57600,1130,27120,2106,256,0.796875,0.93359375,0.13671875,256
naive_reward_ht,24,6,0,0,0,0,0,0,256,0.19921875,0.734375,0.53515625,256
naive_reward_ht,24,6,25,200,4800,82,1968,146,256,0.24609375,0.7265625,0.48046875,256
naive_reward_ht,24,6,50,400,9600,154,3696,290,256,0.32421875,0.77734375,0.453125,256
naive_reward_ht,24,6,75,600,14400,237,5688,452,256,0.3828125,0.81640625,0.43359375,256
naive_reward_ht,24,6,100,800,19200,319,7656,611,256,0.40234375,0.77734375,0.375,256
naive_reward_ht,24,6,125,1000,24000,397,9528,775,256,0.484375,0.8203125,0.3359375,256
naive_reward_ht,24,6,150,1200,28800,467,11208,942,256,0.4921875,0.83203125,0.33984375,256
naive_reward_ht,24,6,175,1400,33600,554,13296,1111,256,0.53125,0.8515625,0.3203125,256
naive_reward_ht,24,6,200,1600,38400,640,15360,1282,256,0.55078125,0.8359375,0.28515625,256
naive_reward_ht,24,6,225,1800,43200,729,17496,1452,256,0.55859375,0.8359375,0.27734375,256
naive_reward_ht,24,6,250,2000,48000,803,19272,1625,256,0.60546875,0.87890625,0.2734375,256
naive_reward_ht,24,6,275,2200,52800,911,21864,1806,256,0.640625,0.8984375,0.2578125,256
naive_reward_ht,24,6,300,2400,57600,1002,24048,1980,256,0.65234375,0.90625,0.25390625,256
partial_replacement,24,6,0,0,0,0,0,0,256,0.19921875,0.734375,0.53515625,256
partial_replacement,24,6,25,200,4800,80,1920,144,256,0.23828125,0.76171875,0.5234375,256
partial_replacement,24,6,50,400,9600,154,3696,293,256,0.3359375,0.83984375,0.50390625,256
partial_replacement,24,6,75,600,14400,241,5784,464,256,0.41015625,0.86328125,0.453125,256
partial_replacement,24,6,100,800,19200,324,7776,633,256,0.4765625,0.87890625,0.40234375,256
partial_replacement,24,6,125,1000,24000,411,9864,816,256,0.51171875,0.8828125,0.37109375,256
partial_replacement,24,6,150,1200,28800,490,11760,1000,256,0.55078125,0.89453125,0.34375,256
partial_replacement,24,6,175,1400,33600,580,13920,1179,256,0.5859375,0.90625,0.3203125,256
partial_replacement,24,6,200,1600,38400,670,16080,1362,256,0.6484375,0.91796875,0.26953125,256
partial_replacement,24,6,225,1800,43200,770,18480,1549,256,0.65234375,0.921875,0.26953125,256
partial_replacement,24,6,250,2000,48000,848,20352,1738,256,0.67578125,0.92578125,0.25,256
partial_replacement,24,6,275,2200,52800,960,23040,1927,256,0.69140625,0.93359375,0.2421875,256
partial_replacement,24,6,300,2400,57600,1055,25320,2111,256,0.71875,0.93359375,0.21484375,256
full,24,7,0,0,0,0,0,0,256,0.18359375,0.7265625,0.54296875,256
full,24,7,25,200,4800,164,3936,164,256,0.31640625,0.7734375,0.45703125,256
full,24,7,50,400,9600,312,7488,312,256,0.44921875,0.80078125,0.3515625,256
full,24,7,75,600,14400,480,11520,480,256,0.5234375,0.81640625,0.29296875,256
full,24,7,100,800,19200,649,15576,649,256,0.59765625,0.8203125,0.22265625,256
full,24,7,125,1000,24000,823,19752,823,256,0.64453125,0.828125,0.18359375,256
full,24,7,150,1200,28800,1001,24024,1001,256,0.69921875,0.87109375,0.171875,256
full,24,7,175,1400,33600,1180,28320,1180,256,0.7265625,0.8828125,0.15625,256
full,24,7,200,1600,38400,1370,32880,1370,256,0.75390625,0.90234375,0.1484375,256
full,24,7,225,1800,43200,1559,37416,1559,256,0.78125,0.90625,0.125,256
full,24,7,250,2000,48000,1741,41784,1741,256,0.80078125,0.91015625,0.109375,256
full,24,7,275,2200,52800,1927,46248,1927,256,0.82421875,0.91796875,0.09375,256
full,24,7,300,2400,57600,2108,50592,2108,256,0.828125,0.921875,0.09375,256
proxy,24,7,0,0,0,0,0,0,256,0.18359375,0.7265625,0.54296875,256
proxy,24,7,25,200,4800,0,0,166,256,0.23046875,0.79296875,0.5625,256
proxy,24,7,50,400,9600,0,0,325,256,0.17578125,0.828125,0.65234375,256
proxy,24,7,75,600,14400,0,0,500,256,0.1796875,0.86328125,0.68359375,256
proxy,24,7,100,800,19200,0,0,673,256,0.10546875,0.87109375,0.765625,256
proxy,24,7,125,1000,24000,0,0,848,256,0.109375,0.875,0.765625,256
proxy,24,7,150,1200,28800,0,0,1029,256,0.11328125,0.8984375,0.78515625,256
proxy,24,7,175,1400,33600,0,0,1213,256,0.12890625,0.8984375,0.76953125,256
proxy,24,7,200,1600,38400,0,0,1401,256,0.12109375,0.91015625,0.7890625,256
proxy,24,7,225,1800,43200,0,0,1591,256,0.1171875,0.90625,0.7890625,256
proxy,24,7,250,2000,48000,0,0,1773,256,0.09375,0.921875,0.828125,256
proxy,24,7,275,2200,52800,0,0,1961,256,0.09375,0.9375,0.84375,256
proxy,24,7,300,2400,57600,0,0,2144,256,0.13671875,0.94140625,0.8046875,256
whole_group_residual,24,7,0,0,0,0,0,0,256,0.18359375,0.7265625,0.54296875,256
whole_group_residual,24,7,25,200,4800,74,1776,164,256,0.3046875,0.78125,0.4765625,256
whole_group_residual,24,7,50,400,9600,170,4080,317,256,0.43359375,0.7890625,0.35546875,256
whole_group_residual,24,7,75,600,14400,245,5880,481,256,0.5234375,0.8125,0.2890625,256
whole_group_residual,24,7,100,800,19200,325,7800,647,256,0.61328125,0.8515625,0.23828125,256
whole_group_residual,24,7,125,1000,24000,415,9960,823,256,0.65625,0.859375,0.203125,256
whole_group_residual,24,7,150,1200,28800,494,11856,1002,256,0.703125,0.8828125,0.1796875,256
whole_group_residual,24,7,175,1400,33600,598,14352,1184,256,0.73046875,0.890625,0.16015625,256
whole_group_residual,24,7,200,1600,38400,673,16152,1370,256,0.75390625,0.90625,0.15234375,256
whole_group_residual,24,7,225,1800,43200,770,18480,1559,256,0.77734375,0.90625,0.12890625,256
whole_group_residual,24,7,250,2000,48000,865,20760,1742,256,0.80859375,0.93359375,0.125,256
whole_group_residual,24,7,275,2200,52800,965,23160,1930,256,0.83984375,0.9375,0.09765625,256
whole_group_residual,24,7,300,2400,57600,1032,24768,2113,256,0.8359375,0.93359375,0.09765625,256
rr_completion,24,7,0,0,0,0,0,0,256,0.18359375,0.7265625,0.54296875,256
rr_completion,24,7,25,200,4800,74,1776,162,256,0.33203125,0.78515625,0.453125,256
rr_completion,24,7,50,400,9600,169,4056,312,256,0.48828125,0.80859375,0.3203125,256
rr_completion,24,7,75,600,14400,240,5760,480,256,0.546875,0.81640625,0.26953125,256
rr_completion,24,7,100,800,19200,329,7896,651,256,0.609375,0.828125,0.21875,256
rr_completion,24,7,125,1000,24000,415,9960,820,256,0.64453125,0.8046875,0.16015625,256
rr_completion,24,7,150,1200,28800,491,11784,994,256,0.6640625,0.84765625,0.18359375,256
rr_completion,24,7,175,1400,33600,582,13968,1173,256,0.734375,0.87109375,0.13671875,256
rr_completion,24,7,200,1600,38400,668,16032,1361,256,0.765625,0.921875,0.15625,256
rr_completion,24,7,225,1800,43200,772,18528,1551,256,0.78125,0.91796875,0.13671875,256
rr_completion,24,7,250,2000,48000,870,20880,1734,256,0.8125,0.91796875,0.10546875,256
rr_completion,24,7,275,2200,52800,968,23232,1920,256,0.80859375,0.91015625,0.1015625,256
rr_completion,24,7,300,2400,57600,1051,25224,2100,256,0.81640625,0.9140625,0.09765625,256
naive_reward_ht,24,7,0,0,0,0,0,0,256,0.18359375,0.7265625,0.54296875,256
naive_reward_ht,24,7,25,200,4800,80,1920,163,256,0.25,0.7578125,0.5078125,256
naive_reward_ht,24,7,50,400,9600,156,3744,308,256,0.32421875,0.77734375,0.453125,256
naive_reward_ht,24,7,75,600,14400,225,5400,470,256,0.40234375,0.796875,0.39453125,256
naive_reward_ht,24,7,100,800,19200,302,7248,631,256,0.484375,0.80078125,0.31640625,256
naive_reward_ht,24,7,125,1000,24000,370,8880,789,256,0.50390625,0.78125,0.27734375,256
naive_reward_ht,24,7,150,1200,28800,452,10848,955,256,0.53125,0.796875,0.265625,256
naive_reward_ht,24,7,175,1400,33600,534,12816,1120,256,0.55078125,0.8046875,0.25390625,256
naive_reward_ht,24,7,200,1600,38400,613,14712,1290,256,0.6015625,0.828125,0.2265625,256
naive_reward_ht,24,7,225,1800,43200,696,16704,1464,256,0.625,0.83984375,0.21484375,256
naive_reward_ht,24,7,250,2000,48000,776,18624,1632,256,0.66796875,0.86328125,0.1953125,256
naive_reward_ht,24,7,275,2200,52800,863,20712,1812,256,0.68359375,0.84375,0.16015625,256
naive_reward_ht,24,7,300,2400,57600,935,22440,1973,256,0.68359375,0.8203125,0.13671875,256
partial_replacement,24,7,0,0,0,0,0,0,256,0.18359375,0.7265625,0.54296875,256
partial_replacement,24,7,25,200,4800,82,1968,164,256,0.27734375,0.78125,0.50390625,256
partial_replacement,24,7,50,400,9600,166,3984,321,256,0.31640625,0.828125,0.51171875,256
partial_replacement,24,7,75,600,14400,240,5760,495,256,0.40625,0.859375,0.453125,256
partial_replacement,24,7,100,800,19200,323,7752,668,256,0.4453125,0.87109375,0.42578125,256
partial_replacement,24,7,125,1000,24000,400,9600,844,256,0.48828125,0.85546875,0.3671875,256
partial_replacement,24,7,150,1200,28800,487,11688,1021,256,0.5703125,0.87890625,0.30859375,256
partial_replacement,24,7,175,1400,33600,575,13800,1201,256,0.62109375,0.875,0.25390625,256
partial_replacement,24,7,200,1600,38400,662,15888,1387,256,0.62109375,0.875,0.25390625,256
partial_replacement,24,7,225,1800,43200,751,18024,1575,256,0.640625,0.8828125,0.2421875,256
partial_replacement,24,7,250,2000,48000,837,20088,1754,256,0.66796875,0.890625,0.22265625,256
partial_replacement,24,7,275,2200,52800,925,22200,1939,256,0.7109375,0.8984375,0.1875,256
partial_replacement,24,7,300,2400,57600,1005,24120,2118,256,0.7421875,0.92578125,0.18359375,256
full,24,8,0,0,0,0,0,0,256,0.1796875,0.74609375,0.56640625,256
full,24,8,25,200,4800,155,3720,155,256,0.25,0.8046875,0.5546875,256
full,24,8,50,400,9600,309,7416,309,256,0.328125,0.83203125,0.50390625,256
full,24,8,75,600,14400,480,11520,480,256,0.42578125,0.82421875,0.3984375,256
full,24,8,100,800,19200,661,15864,661,256,0.5078125,0.8515625,0.34375,256
full,24,8,125,1000,24000,828,19872,828,256,0.56640625,0.8359375,0.26953125,256
full,24,8,150,1200,28800,996,23904,996,256,0.62109375,0.87890625,0.2578125,256
full,24,8,175,1400,33600,1174,28176,1174,256,0.671875,0.8984375,0.2265625,256
full,24,8,200,1600,38400,1358,32592,1358,256,0.73828125,0.92578125,0.1875,256
full,24,8,225,1800,43200,1542,37008,1542,256,0.76171875,0.9453125,0.18359375,256
full,24,8,250,2000,48000,1731,41544,1731,256,0.77734375,0.92578125,0.1484375,256
full,24,8,275,2200,52800,1915,45960,1915,256,0.7734375,0.92578125,0.15234375,256
full,24,8,300,2400,57600,2099,50376,2099,256,0.78125,0.921875,0.140625,256
proxy,24,8,0,0,0,0,0,0,256,0.1796875,0.74609375,0.56640625,256
proxy,24,8,25,200,4800,0,0,154,256,0.19921875,0.8203125,0.62109375,256
proxy,24,8,50,400,9600,0,0,319,256,0.1796875,0.86328125,0.68359375,256
proxy,24,8,75,600,14400,0,0,486,256,0.203125,0.8671875,0.6640625,256
proxy,24,8,100,800,19200,0,0,671,256,0.17578125,0.890625,0.71484375,256
proxy,24,8,125,1000,24000,0,0,844,256,0.16015625,0.93359375,0.7734375,256
proxy,24,8,150,1200,28800,0,0,1028,256,0.140625,0.9375,0.796875,256
proxy,24,8,175,1400,33600,0,0,1210,256,0.125,0.9453125,0.8203125,256
proxy,24,8,200,1600,38400,0,0,1395,256,0.1640625,0.94921875,0.78515625,256
proxy,24,8,225,1800,43200,0,0,1581,256,0.1875,0.95703125,0.76953125,256
proxy,24,8,250,2000,48000,0,0,1768,256,0.16796875,0.95703125,0.7890625,256
proxy,24,8,275,2200,52800,0,0,1954,256,0.17578125,0.94921875,0.7734375,256
proxy,24,8,300,2400,57600,0,0,2142,256,0.171875,0.95703125,0.78515625,256
whole_group_residual,24,8,0,0,0,0,0,0,256,0.1796875,0.74609375,0.56640625,256
whole_group_residual,24,8,25,200,4800,57,1368,155,256,0.23828125,0.79296875,0.5546875,256
whole_group_residual,24,8,50,400,9600,111,2664,309,256,0.29296875,0.83203125,0.5390625,256
whole_group_residual,24,8,75,600,14400,210,5040,472,256,0.39453125,0.796875,0.40234375,256
whole_group_residual,24,8,100,800,19200,275,6600,650,256,0.453125,0.8359375,0.3828125,256
whole_group_residual,24,8,125,1000,24000,354,8496,816,256,0.51171875,0.828125,0.31640625,256
whole_group_residual,24,8,150,1200,28800,400,9600,981,256,0.5546875,0.87109375,0.31640625,256
whole_group_residual,24,8,175,1400,33600,464,11136,1158,256,0.61328125,0.89453125,0.28125,256
whole_group_residual,24,8,200,1600,38400,562,13488,1340,256,0.67578125,0.93359375,0.2578125,256
whole_group_residual,24,8,225,1800,43200,633,15192,1523,256,0.71484375,0.9453125,0.23046875,256
whole_group_residual,24,8,250,2000,48000,720,17280,1709,256,0.73828125,0.9453125,0.20703125,256
whole_group_residual,24,8,275,2200,52800,843,20232,1893,256,0.75,0.953125,0.203125,256
whole_group_residual,24,8,300,2400,57600,946,22704,2077,256,0.77734375,0.9453125,0.16796875,256
rr_completion,24,8,0,0,0,0,0,0,256,0.1796875,0.74609375,0.56640625,256
rr_completion,24,8,25,200,4800,69,1656,154,256,0.25,0.796875,0.546875,256
rr_completion,24,8,50,400,9600,132,3168,309,256,0.30859375,0.828125,0.51953125,256
rr_completion,24,8,75,600,14400,231,5544,474,256,0.42578125,0.81640625,0.390625,256
rr_completion,24,8,100,800,19200,288,6912,650,256,0.44921875,0.85546875,0.40625,256
rr_completion,24,8,125,1000,24000,364,8736,822,256,0.52734375,0.87109375,0.34375,256
rr_completion,24,8,150,1200,28800,420,10080,995,256,0.5625,0.86328125,0.30078125,256
rr_completion,24,8,175,1400,33600,499,11976,1173,256,0.625,0.875,0.25,256
rr_completion,24,8,200,1600,38400,586,14064,1354,256,0.6796875,0.93359375,0.25390625,256
rr_completion,24,8,225,1800,43200,667,16008,1538,256,0.69921875,0.9453125,0.24609375,256
rr_completion,24,8,250,2000,48000,757,18168,1724,256,0.7578125,0.94921875,0.19140625,256
rr_completion,24,8,275,2200,52800,874,20976,1909,256,0.765625,0.95703125,0.19140625,256
rr_completion,24,8,300,2400,57600,976,23424,2093,256,0.7890625,0.9296875,0.140625,256
naive_reward_ht,24,8,0,0,0,0,0,0,256,0.1796875,0.74609375,0.56640625,256
naive_reward_ht,24,8,25,200,4800,68,1632,151,256,0.21875,0.78125,0.5625,256
naive_reward_ht,24,8,50,400,9600,141,3384,302,256,0.2578125,0.78515625,0.52734375,256
naive_reward_ht,24,8,75,600,14400,217,5208,458,256,0.31640625,0.7890625,0.47265625,256
naive_reward_ht,24,8,100,800,19200,293,7032,630,256,0.34375,0.80859375,0.46484375,256
naive_reward_ht,24,8,125,1000,24000,383,9192,793,256,0.41796875,0.81640625,0.3984375,256
naive_reward_ht,24,8,150,1200,28800,463,11112,951,256,0.4296875,0.828125,0.3984375,256
naive_reward_ht,24,8,175,1400,33600,547,13128,1121,256,0.46484375,0.85546875,0.390625,256
naive_reward_ht,24,8,200,1600,38400,637,15288,1295,256,0.51171875,0.85546875,0.34375,256
naive_reward_ht,24,8,225,1800,43200,709,17016,1465,256,0.54296875,0.87109375,0.328125,256
naive_reward_ht,24,8,250,2000,48000,787,18888,1639,256,0.5703125,0.8671875,0.296875,256
naive_reward_ht,24,8,275,2200,52800,876,21024,1813,256,0.59765625,0.875,0.27734375,256
naive_reward_ht,24,8,300,2400,57600,959,23016,1987,256,0.62109375,0.8828125,0.26171875,256
partial_replacement,24,8,0,0,0,0,0,0,256,0.1796875,0.74609375,0.56640625,256
partial_replacement,24,8,25,200,4800,70,1680,153,256,0.22265625,0.8203125,0.59765625,256
partial_replacement,24,8,50,400,9600,147,3528,315,256,0.2578125,0.84765625,0.58984375,256
partial_replacement,24,8,75,600,14400,234,5616,484,256,0.32421875,0.8671875,0.54296875,256
partial_replacement,24,8,100,800,19200,319,7656,672,256,0.37109375,0.890625,0.51953125,256
