scenario,state,mu,tau,bias_mean,bias_sd,ordinary_variance,validation_variance
weighted_tilt_05,50,8.413415760516763,0.14435558297446813,-0.6428586253829756,1.516214592337961,9.477952030180354,7.742212599049779
weighted_tilt_05,51,8.413415760516763,0.14435558297446813,-0.6902768401748869,1.51627793530049,9.569049479232106,7.3347952082279875
weighted_tilt_05,53,8.413415760516763,0.14435558297446813,-0.6271735443070257,1.4772209174913713,9.035048327760226,7.261921276467689
weighted_tilt_05,54,8.413415760516763,0.14435558297446813,-0.576164513790788,1.6527782171696295,10.941917913809363,10.305336989824056
weighted_tilt_05,55,8.413415760516763,0.14435558297446813,-0.6593927454715001,1.5205914835876975,9.553308624944979,7.6825627373224705
weighted_tilt_05,56,8.413415760516763,0.14435558297446813,-0.6844642859300913,1.5073591632770453,9.456752780495297,7.2626196466497674
validation_tilt_025,01,8.556928566324567,0.13881606594281007,-0.6936913892329226,1.5074409754470608,9.466141371874638,7.211777069245414
validation_tilt_025,02,8.556928566324567,0.13881606594281007,-0.7190189288388047,1.4804131776942948,9.193986049468261,6.631396891532859
validation_tilt_025,04,8.556928566324567,0.13881606594281007,-0.7057289704329204,1.4904110427922816,9.291141800358922,6.878642521537017
validation_tilt_025,05,8.556928566324567,0.13881606594281007,-0.6619077772087127,1.551600523764673,9.91053062288719,8.122828872153974
validation_tilt_025,06,8.556928566324567,0.13881606594281007,-0.6833704375605696,1.4959728401479855,9.317695521554274,7.135161343624645
validation_tilt_025,08,8.556928566324567,0.13881606594281007,-0.6462090620882579,1.4624478091825965,8.902489411767114,6.915897088915443
validation_tilt_025,09,8.556928566324567,0.13881606594281007,-0.704934485578554,1.4858898364776083,9.237877901537129,6.822149469553381
validation_tilt_025,10,8.556928566324567,0.13881606594281007,-0.69746663826658,1.4977145235553508,9.366216376958405,7.038381613865994
validation_tilt_025,11,8.556928566324567,0.13881606594281007,-0.7063721338028515,1.3556827355532501,7.869827052514385,4.957616680155681
validation_tilt_025,12,8.556928566324567,0.13881606594281007,-0.6873795578795612,1.5628598001489156,10.073802685744873,8.11878594945901
validation_tilt_025,13,8.556928566324567,0.13881606594281007,-0.711507010024178,1.5076088522601125,9.4879414847365,7.083630360227119
validation_tilt_025,15,8.556928566324567,0.13881606594281007,-0.7265856362133549,1.5094496146321008,9.528391349275967,6.997678868398481
validation_tilt_025,16,8.556928566324567,0.13881606594281007,-0.6897604194811349,1.524774399290961,9.644868018318963,7.52205820463297
validation_tilt_025,17,8.556928566324567,0.13881606594281007,-0.6857181348831136,1.4847319647198503,9.204303585367011,6.942231764120507
validation_tilt_025,18,8.556928566324567,0.13881606594281007,-0.695271898818774,1.5063058991356542,9.447556424689903,7.201884131103412
validation_tilt_025,19,8.556928566324567,0.13881606594281007,-0.6819891619556993,1.5130207766749484,9.50744557396489,7.395264091489338
validation_tilt_025,20,8.556928566324567,0.13881606594281007,-0.7227606847307975,1.5147866842991746,9.579108847299295,7.1159090415856525
validation_tilt_025,22,8.556928566324567,0.13881606594281007,-0.6631346107379157,1.5669270382769112,10.09137171537968,8.33522443258525
validation_tilt_025,23,8.556928566324567,0.13881606594281007,-0.7001581534826844,1.509669095300028,9.492451948065824,7.21604759480195
validation_tilt_025,24,8.556928566324567,0.13881606594281007,-0.7185144318702341,1.4671775374774305,9.057062867342193,6.426272431673979
validation_tilt_025,25,8.556928566324567,0.13881606594281007,-0.6727109970833585,1.451104117733303,8.817311871129618,6.56445906904662
validation_tilt_025,26,8.556928566324567,0.13881606594281007,-0.6653839523424101,1.5081664329548183,9.424169454890198,7.454823065601275
validation_tilt_025,27,8.556928566324567,0.13881606594281007,-0.7090830595213644,1.4360870999679323,8.703171738238943,6.075030439049215
validation_tilt_025,28,8.556928566324567,0.13881606594281007,-0.6934410160088649,1.5420886763268853,9.851095246247215,7.740407597659029
validation_tilt_025,29,8.556928566324567,0.13881606594281007,-0.6728105837557661,1.5583299224597718,10.003340427706966,8.149778242295113
validation_tilt_025,30,8.556928566324567,0.13881606594281007,-0.6796521184816755,1.5010726231733522,9.370353211265986,7.240121216166884
validation_tilt_025,31,8.556928566324567,0.13881606594281007,-0.7614449791694047,1.4553395558687012,8.964891009686554,5.941771379933272
validation_tilt_025,32,8.556928566324567,0.13881606594281007,-0.6343121522836115,1.5596110528810194,9.961848802823202,8.4308721042772
